tableA_id,tableA_Beer_Name,tableA_Brew_Factory_Name,tableA_Style,tableA_ABV,tableB_id,tableB_Beer_Name,tableB_Brew_Factory_Name,tableB_Style,tableB_ABV,label
1994,Sister Bad Habit,Asheville Brewing Company,American Amber / Red Ale,5.60 %,2575,Fish Tale Vicious Circle Amber Ale,Fish Brewing Company/Leavenworth Beers,Amber Ale,5 %,0
1568,Atomic Amber,Atomic Ale Brewpub And Eatery,American Amber / Red Ale,-,2749,Chicago Ramblin Reck Amber Ale,Chicago Brewing Company,Amber Ale,4.50 %,0
2105,R & R Raspberry Red,Mu Brewery,American Amber / Red Ale,7.10 %,2154,Begyle Bushel and a Peck - Montmorency,Begyle Brewing Company,Fruit Beer,5.40 %,0
3374,Fresh Hopped Amber Ale,Loveland Aleworks,American Amber / Red Ale,6.20 %,2039,Astoria Old Red Beard Amber Ale,Astoria Brewing Co. &#40; Wet Dog Cafe &#41;,Amber Ale,6 %,0
700,AmbrÃ © e,Les 3 Brasseurs Vieux-MontrÃ © al,American Amber / Red Ale,6.20 %,2953,Intracoastal This is Americ_Ale _,Intracoastal Brewing Company,American Pale Ale,5 %,0
2732,Manchester Red,Franklin Street Brewing Company,American Amber / Red Ale,6.00 %,175,Books & Brews Shogun Soba Ale,Books & Brews,Specialty Grain,5.10 %,0
1243,Irreverent,Warped Wing Brewing Company,American Amber / Red Ale,6.30 %,2344,Beerbliotek / Flying Couch Night & Day,Beerbliotek,Black IPA,8 %,0
1102,El Paisano,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70 %,1488,Out There Celestial Love,Out There,Premium Bitter/ESB,5.10 %,0
75,Red Banshee,The Fort Collins Brewery,American Amber / Red Ale,5.30 %,673,Claim Jumper Original Red Ale,Maritime Pacific Brewing Co. .,Amber Ale,-,0
364,Mesabi Red,Lake Superior Brewing Company,American Amber / Red Ale,6.50 %,966,The Beer Diviner Rudy_s Hammer Pale Ale,Bly Hollow Brewery,English Pale Ale,5.50 %,0
2071,Arlington Amber Ale,The Brewer 's Cabinet,American Amber / Red Ale,6.40 %,925,Crown City Arroyo Amber Ale,Crown City Brewery,Amber Ale,-,0
3677,Malvados Roja,Cervezart - Cerveza Artesana de la Mancha,American Amber / Red Ale,5.75 %,2848,Water Street Amber,Water Street Brewery,Amber Ale,5 %,0
3890,Smokey The Ambear,Frothy Beard Brewing Company,American Amber / Red Ale,5.00 %,2268,Alpha State Sorachi Red IPA,Alpha State,India Pale Ale &#40; IPA &#41;,6.50 %,0
3972,Mild Child,O'Connor Brewing Co. .,American Amber / Red Ale,3.50 %,1152,Big Muddy Saluki Dunkeldog Dark Amber,Big Muddy Brewing Company,Amber Ale,5.40 %,0
1156,Basil,Beaver Brewing Company,American Amber / Red Ale,5.00 %,1572,Stone Levitation Ale,Stone Brewing Company,Amber Ale,4.40 %,0
809,Alpine Glow Red Ale,Krogh 's Restaurant And Brewpub,American Amber / Red Ale,4.50 %,2342,The Brew Hub Keybilly,The Brew Hub,Amber Ale,5.40 %,0
1692,BeWildeRed,Bonfire Brewing Co. .,American Amber / Red Ale,4.80 %,2568,Scuttlebutt Tell Tale Red,Scuttlebutt Brewing Co. .,Amber Ale,5 %,0
2351,Howl At The Moon Imperial Red,Alpine Dog Brewing Company,American Amber / Red Ale,8.00 %,2048,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Midnight Sun Brewing Company,Amber Ale,7.50 %,0
3135,RB 4:05,Rustic Brew,American Amber / Red Ale,-,1093,DuClaw Misfit Red,DuClaw Brewing Company,Amber Ale,5.10 %,0
1309,Calico - Rum Barrel Aged,Ballast Point Brewing Company,American Amber / Red Ale,8.00 %,442,Keystone V9,Coors Brewing Company &#40; MillerCoors &#41;,Golden Ale/Blond Ale,5.90 %,0
3198,Red 's Dirty Lil ' Ale,Dodgeton Creek Brewing Co. .,American Amber / Red Ale,5.10 %,1482,Solemn Oath Man vs. Internet,Solemn Oath Brewery,Belgian Strong Ale,9 %,0
893,Raging Rhino Red,McKenzie Brewing Company,American Amber / Red Ale,5.40 %,251,75th Street Red Eye Rye,75th Street Brewery,Specialty Grain,5.50 %,0
3116,O2 Ale,Ram Restaurant & Brewery,American Amber / Red Ale,-,2952,Bricktown Remington Red,Bricktown Brewery,Irish Ale,-,0
1180,Big Horn,Sequoia Brewing Company,American Amber / Red Ale,7.20 %,1608,192 Amber Rye,192 Brewing Company,Specialty Grain,6 %,0
2074,Mud In Your Eye Red,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,4.80 %,1680,Caldera No Grain No Pain,Caldera Brewing Company,Amber Ale,5.40 %,0
3106,Roby Red Ale,Bulldog Brewing Company,American Amber / Red Ale,7.00 %,1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %,0
535,Mickey Finn 's Amber Ale,Mickey Finn 's Brewery,American Amber / Red Ale,5.60 %,1935,Aylesbury Red Right Hand,Aylesbury,Bitter,4.20 %,0
2452,Point Reyes Amber,MalmÃ ¶ Brewing Co,American Amber / Red Ale,4.90 %,1125,Atlas Orange is the New Red,Atlas Brewing Company,Amber Ale,5.50 %,0
3687,The Beast Of Bray Road,Second Salem Brewing Company,American Amber / Red Ale,6.66 %,730,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %,0
2527,Java The Red,Big Woods Brewing Co. / Quaff On ! Brewing Company,American Amber / Red Ale,5.50 %,1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %,0
4005,The Revival Of Refreshment,Icicle Brewing Company,American Amber / Red Ale,5.00 %,2080,FlyBoy Betty_s Red Ale,FlyBoy Brewing,Amber Ale,5.50 %,0
3255,Cacao Red,Boston Beer Works - Canal Street,American Amber / Red Ale,5.00 %,567,Nostra Domus,Domus Pub and Brewery,Oktoberfest/M Ã $ rzen,5.80 %,0
657,Springdale Amber Ale,Zion Canyon Brewing Company,American Amber / Red Ale,4.00 %,2374,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %,0
118,Kirkland Signature Amber Ale,Kirkland Signature / Costco Wholesale Corporation,American Amber / Red Ale,5.70 %,2648,A1A Ale Works Red Brick Ale,A1A Ale Works,Amber Ale,5.42 %,0
3221,FU2 Amber Ale,Hillbilly Brewing,American Amber / Red Ale,-,2075,Manantler Bootleg Glory,Manantler Craft Brewing,American Pale Ale,5.70 %,0
2247,Down Dog Imperial Red,Shine Restaurant & Gathering Place,American Amber / Red Ale,9.00 %,2682,Bells Amber Ale,Bells Brewery,Amber Ale,5.80 %,0
3629,Dewey Hill,Grand Armory Brewing,American Amber / Red Ale,5.80 %,2757,Sierra Nevada Flipside Red IPA,Sierra Nevada Brewing Company,India Pale Ale &#40; IPA &#41;,6.20 %,0
1211,Black Forest Grateful Red,Black Forest Brew Haus & Grill,American Amber / Red Ale,5.00 %,2617,Big Horn Bourbon Buttface Amber,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,5.80 %,0
1307,DeDues Original Ale,Cerveses DeDues S.L.,American Amber / Red Ale,5.10 %,1473,Gotlands Sleepy Bulldog Creamy Amber Ale,Gotlands Bryggeri &#40; Spendrups &#41;,Cream Ale,4.80 %,0
36,Runoff Red IPA,Odell Brewing Company,American Amber / Red Ale,6.50 %,1203,Barley Creek Expedition Strong Ale,Barley Creek Brewing Co. .,American Strong Ale,8.20 %,0
3698,Firehouse 28 Red Ale,Border Town Pub / Firehouse 28 Cafe,American Amber / Red Ale,5.10 %,315,4 Pines Christmas Ale 2012,4 Pines Brewing Company,Saison,5.20 %,0
945,Blushing Beaver,Belching Beaver Brewery,American Amber / Red Ale,6.00 %,825,Troubled Monk Accidental Amber,Troubled Monk,Amber Ale,-,0
1092,Rubbish Oat Amber Ale,LynLake Brewery,American Amber / Red Ale,-,1642,16 Mile Soulful Ginger,16 Mile Brewing Company,Spice/Herb/Vegetable,-,0
955,Trainwreck Red,Crooked Fence Brewing,American Amber / Red Ale,6.00 %,2305,Alaskan Pilot Series : Barley Wine Ale,Alaskan Brewing Company,Barley Wine,10.70 %,0
249,Lighthouse Ale,Fire Island Beer Company,American Amber / Red Ale,5.20 %,512,Big Island Starshine Ginger Beer,Big Island Brewhaus,Spice/Herb/Vegetable,-,0
4114,Annularity,FiftyFifty Brewing Co. .,American Barleywine,10.00 %,402,Uncommon Brewers Rubidus Red Ale,Uncommon Brewers,Spice/Herb/Vegetable,7.80 %,0
1992,Twain 's Blushing Ape Oatmeal India Red,Twain 's Billiards and Tap,American Amber / Red Ale,6.00 %,1990,Ego Forhekset Prinsesse,Ego Brygghus,Amber Ale,6.20 %,0
3449,J-Valve Amber Ale,Poseidon Brewing Company,American Amber / Red Ale,5.30 %,2919,Maui Brewing Barefoot Brew,Maui Brewing Company,Amber Ale,5.80 %,0
2826,Singing At Trees,Temperance Beer Co. .,American Amber / Red Ale,6.00 %,2748,Bent Hill Maple Irish Red Ale,Bent Hill Brewery,Irish Ale,4.80 %,0
2161,Bear Creek Amber,Mackinaw Trail Brewing Company,American Amber / Red Ale,-,1210,Barley Mill Brewing Redtail Ale,Barley Mill Brewing Co. &#40; Malt House Brewing Co. &#41;,Altbier,-,0
4293,Bluster Barleywine,Blue Mountain Brewery,American Barleywine,9.60 %,1668,Asheville United Pale Ale,Asheville Brewing Company,American Pale Ale,5.60 %,0
3027,Lil ' Vic,Cannonball Creek Brewing Company,American Amber / Red Ale,4.60 %,1929,La BolÃ © e Bretonne Cidre Bouche Bio Brut,Les Celliers AssociÃ © s,Cider,5 %,0
4185,Shipwreck Circus,Oskar Blues Grill & Brew,American Barleywine,12.00 %,365,Roosevelt Imperial Red,Turner Alley Brewing Company,American Strong Ale,8.20 %,0
370,Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.70 %,2593,Wadworth Cooper ¡ ¯ s Vice,Wadworth,Fruit Beer,5 %,0
3964,Lager X ( # 13 ),The Standeaven Brewery,American Amber / Red Ale,5.00 %,2228,Big River Riverport Traditional Ale,BRB &#40; Be Right Back - Big River &#41;,Amber Ale,5 %,0
2532,Red Tick,The Hermosillo / Highland Park Brewery,American Amber / Red Ale,4.50 %,2112,Baylands Red Ryder IPA,Baylands Brewery,Specialty Grain,5.70 %,0
3987,My Hearts Content,Kinzua Dam Beer Company,American Amber / Red Ale,-,607,Great Flood Velvet Racer,Great Flood Brewing Company,American Strong Ale,11 %,0
774,Double Take Amber Ale,World Brews,American Amber / Red Ale,4.60 %,2563,Rivertowne Patrick_s Poison,Rivertowne Pour House,American Strong Ale,9.30 %,0
1818,Lucky Enough Amber,Cellar Brewing Company,American Amber / Red Ale,7.00 %,2339,Pipeworks Reaper vs Unicorn,Pipeworks Brewing Company,Barley Wine,10 %,0
546,Broad Brook Ale,Broad Brook Brewing Company,American Amber / Red Ale,6.10 %,2737,Boot Tread,Martens,Belgian Ale,5 %,0
1291,MessagÃ ¨ re Red Ale,Microbrasserie Nouvelle-France,American Amber / Red Ale,5.00 %,1569,Cheaha Xena Winter Ale,Cheaha Brewing Company,Spice/Herb/Vegetable,8.60 %,0
3460,Starshine Ginger Bier,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,4.25 %,843,Ornery Occoquan Oats,Ornery Beer Company Public House,Amber Ale,5.80 %,0
567,Red Thistle Ale,Golden Valley Brewery and Pub,American Amber / Red Ale,5.40 %,1213,South Fork Nerdy Girl Amber,South Fork Brewing Company,Amber Ale,5.50 %,0
982,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,2408,Odell Gramps,Odell Brewing Company,Sweet Stout,6.40 %,0
412,Single Engine Red,Denali Brewing Company / Twister Creek Restaurant,American Amber / Red Ale,5.60 %,2872,Pyramid Alehouse Amber,Pyramid Breweries &#40; North American Breweries &#41;,Amber Ale,4.80 %,0
3969,High Ridge Double Red,Arkose Brewing,American Amber / Red Ale,6.80 %,2488,Wormtown Beer Goggles Barleywine,Wormtown Brewing Co. .,Barley Wine,10 %,0
1782,Artisan Amber,Peoria Artisan Brewery,American Amber / Red Ale,6.50 %,1655,LTD I Dream of Amber,LTD Brewing Company,Amber Ale,5.50 %,0
2880,Big Red Rooster,St Andrews Brewing Company,American Amber / Red Ale,4.50 %,1163,Intuition Barrel Aged Riverside Red,Intuition Ale Works,Amber Ale,7.80 %,0
1176,Shogun Soba,Books & Brews,American Amber / Red Ale,5.10 %,669,Het Uiltje Velduil,Jopen,Session IPA,4.50 %,0
816,Pinata Protest,Freetail Brewing Company,American Amber / Red Ale,6.00 %,140,Alexander Keiths Red &#40; Amber Ale &#41;,Oland Brewery &#40; AB-InBev &#41;,Amber Ale,5 %,0
543,Harold The Red Ale,Black Husky Brewing,American Amber / Red Ale,-,2045,Icicle DirtyFace Amber,Icicle Brewing Company,Amber Lager/Vienna,5 %,0
3562,La Gourmande,Microbrasserie Moulin 7,American Amber / Red Ale,5.30 %,1159,Liquid Laundry Sleepless In Saison,Liquid Laundry,Saison,7 %,0
2426,Fire Engine Red,Blue Skye Brewery & Eats,American Amber / Red Ale,-,573,Kaapse Brouwers Jaapie,Brouwerij de Molen,American Strong Ale,10.10 %,0
2237,Hopped Red,Altamont Brewing Company,American Amber / Red Ale,7.00 %,1806,Nevin_s Amberosia,Nevin_s Brewing Company,Amber Ale,5.20 %,0
3258,Alliance American Amber,Citizen Beer,American Amber / Red Ale,5.50 %,2074,4 Hands Sugar & Spice,4 Hands Brewing Company,Spice/Herb/Vegetable,8.50 %,0
1058,Paradox Red Ale,Paradox Brewery,American Amber / Red Ale,5.00 %,2262,Bobage Crew Brew Triple AAA,Bobage Brewing,Bitter,3.90 %,0
350,Men 's Room Original Red,Elysian Brewing Company,American Amber / Red Ale,5.60 %,2894,Delafield Bricklayer Pale Ale,Delafield Brewhaus,English Pale Ale,5 %,0
3140,Hamber,Thai Me Up / Melvin Brewing,American Amber / Red Ale,7.00 %,589,Big Alice No. 0040 - Biscuit & Buckwheat Honey,Big Alice Brewing,American Strong Ale,10.75 %,0
4249,Sugar & Spice,Martin House Brewing Company,American Barleywine,12.00 %,1623,Crazy Mountain Loco Rio,Crazy Mountain Brewing Company,Amber Lager/Vienna,5.50 %,0
2549,Finsbury Park Amber Ale,Lewis Beer Company,American Amber / Red Ale,4.40 %,289,Lenny Boy No-Show Amber,Lenny Boy Brewing Company,Amber Ale,6 %,0
483,Red Wing Red Ale,Rohrbach Brewing Company ( Brewpub ),American Amber / Red Ale,4.60 %,766,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,Cream Ale,5.70 %,0
582,Horny Goat Red Planet Red Ale,Horny Goat Brewing Co. .,American Amber / Red Ale,5.40 %,1391,Marco Island Loggerhead Red,Marco Island Brewery,Amber Ale,5 %,0
976,Farmhouse Red Ale,Hall Brewing Co. .,American Amber / Red Ale,4.00 %,827,Metropolitan Shezmu Red Lager,Metropolitan Brewing,Amber Lager/Vienna,5.50 %,0
2475,Railyard Red,Second Street Brewery,American Amber / Red Ale,6.60 %,186,Twelve Bar Brews Turnaround Northwest Red Ale,Twelve Bar Brews,Amber Ale,5.70 %,0
2295,( T ) oasted Oats,Edmund 's Oast,American Amber / Red Ale,4.70 %,1298,The Beer Company Wyatt Earp Red Ale,The Beer Company,Irish Ale,7 %,0
1565,Safety Round # 2,Left Hand Brewing Company,American Amber / Red Ale,6.50 %,2383,East End Gratitude &#40; Bourbon Barrel Aged &#41;,East End Brewing Company,Barley Wine,-,0
1850,Royal Amber Ale,Hops Grillhouse & Brewery,American Amber / Red Ale,4.50 %,1709,Lumberjack Railhead Red Ale,Lumberjack Brewing Company,Amber Ale,5.80 %,0
2241,Queen 's Red Ale,White Rabbit Brewing Company,American Amber / Red Ale,5.70 %,203,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,0
4264,St. Fillin 's,Selin 's Grove Brewing Company,American Barleywine,9.90 %,1062,Aarup Red Bitter Ale,Aarup Bryghus,Premium Bitter/ESB,5.50 %,0
3774,EHOP,Deschutes Brewery,American Amber / Red Ale,8.00 %,2622,Mad River Jamaica Red Ale,Mad River Brewery,Amber Ale,6.50 %,0
1331,Colonial Red,John Harvard 's Brewery & Ale House,American Amber / Red Ale,-,2882,Bullfrog That Red Ale,Bullfrog Brewery,Amber Ale,6 %,0
2551,Shades Of Amber,Sandude Brewing Co. .,American Amber / Red Ale,5.00 %,2894,Delafield Bricklayer Pale Ale,Delafield Brewhaus,English Pale Ale,5 %,0
3485,Amarillo,Les FrÃ ¨ res Houblon Microbrasserie,American Amber / Red Ale,6.90 %,1300,3 Iron Mulligan - Ball Striking Blonde,3 Iron Brewing Company,Golden Ale/Blond Ale,4.80 %,0
796,Great Western Original 16 Canadian Copper Ale,Great Western Brewing,American Amber / Red Ale,5.40 %,1197,Arvada Butter Pecan Brown,Arvada Beer Company,Brown Ale,-,0
1889,Holy Crap ! ( Batch # 2 ),Mispillion River Brewing,American Amber / Red Ale,8.00 %,2997,Millys Tavern Tashas Red Tail Ale,Millys Tavern / Stark Brewing Company,Amber Ale,4.80 %,0
746,Metolius River Rusty Spinner Amber,World Brews,American Amber / Red Ale,5.10 %,2699,El Segundo Station No. 1,El Segundo Brewing Company,Amber Ale,6.70 %,0
2414,Anne Marie 's Amber,Iron Springs Pub & Brewery,American Amber / Red Ale,6.00 %,2850,523 / Blackwell / Evil Twin Eau Trappiste,523,Imperial Stout,11.30 %,0
1019,Durham Red Dragon,County Durham Brewing Company,American Amber / Red Ale,4.70 %,398,Barrier Nunu Bru,Barrier Brewing Company,Spice/Herb/Vegetable,5.40 %,0
3162,Amber The Enabler,Edge Brewing Company,American Amber / Red Ale,5.50 %,1640,7venth Sun / Red Light Red Light Let_s Go Halvsies,7venth Sun Brewery,Berliner Weisse,4 %,0
1768,Claim Jumper Red,SLO Brewing Company,American Amber / Red Ale,-,1580,Camino del Sol Cerveza Artesanal Red Llama Ale,Camino del Sol Cerveza Artesanal,Amber Ale,5.30 %,0
243,Expedition Ale,Drake 's Brewing Co. .,American Amber / Red Ale,7.00 %,1987,5 Seasons Westside Freudian Slip Vienna Lager,5 Seasons Westside,Amber Lager/Vienna,-,0
1101,Almog_ver Cervesa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.50 %,2413,Harmon Super Samurai Barley Wine Ale,Harmon Brewery & Restaurant,Barley Wine,11 %,0
1020,La Colborne,Microbrasserie Le Naufrageur,American Amber / Red Ale,5.00 %,680,Highland Gaelic Ale,Highland Brewing Company,Amber Ale,5.80 %,0
1702,Southport Fairfield Red,SBC Restaurant & Brewery - Southport,American Amber / Red Ale,-,2432,BrewDog / Oskar Blues Shipwrecker Circus,BrewDog,Barley Wine,10.50 %,0
249,Lighthouse Ale,Fire Island Beer Company,American Amber / Red Ale,5.20 %,766,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,Cream Ale,5.70 %,0
1394,Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,769,Back Alley Fire Hydrant Red Ale,Back Alley Brewery,Amber Ale,6.20 %,0
4106,Live Oak Old Treehugger Barleywine,Live Oak Brewing Company,American Barleywine,11.50 %,1023,Britt Chat-Malo,Britt &#40; Brasserie de Bretagne &#41;,Amber Lager/Vienna,5.40 %,0
3871,Give Me Back My Wig,Blue Earl Brewing Company,American Amber / Red Ale,6.10 %,763,MobCraft Barrel Aged Rabbits Bounty,House of Brews,American Strong Ale,10.50 %,0
1085,Angry Peaches,Garage Project,American Amber / Red Ale,6.80 %,726,1010 Red Nose Reinbeer,1010 Brewing &#40; Sale St Brewery &#41;,Amber Ale,4.50 %,0
4135,Corps Mort,_ l _ ™ abri de la TempÃªte,American Barleywine,11.00 %,2962,4 Brothers Blended Beer Sibling Rivalry,Sand Creek Brewing Company,Amber Ale,4.70 %,0
1464,Smoked Red,COAST Brewing Company,American Amber / Red Ale,4.90 %,1862,Flathead Lake Dock Start Amber Ale,Flathead Lake Brewing Company,Amber Ale,5.60 %,0
3376,Zeelander Red,The Beer Company,American Amber / Red Ale,7.00 %,2625,10 Barrel Rare Breed Imperial Red,10 Barrel Brewing &#40; AB InBev &#41;,American Strong Ale,11.50 %,0
643,Alpha Dog,BrewDog,American Amber / Red Ale,4.50 %,2722,Madhouse Venture Series Oak Aged Imperial Red,Madhouse Brewing Company,American Strong Ale,8.50 %,0
2290,AAA Austrian Amber Ale,Brauerei Gusswerk GmbH,American Amber / Red Ale,5.60 %,1877,Deva Amber,VG Noster,Amber Ale,6 %,0
2433,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,532,Appalachian Riverside Red Ale,Appalachian Brewing Company &#40; PA &#41;,Amber Ale,4.80 %,0
4228,Stone Old Guardian Barley Wine Style Ale 2014,Stone Brewing Co. .,American Barleywine,11.60 %,2483,De Molen Bommen & Granaten Cascade Dry Hopped,Brouwerij de Molen,Barley Wine,15.20 %,0
2960,Sequoia American Amber Ale,Wig And Pen,American Amber / Red Ale,5.90 %,893,I & I Orange Flower Amber,I & I Brewing,Amber Ale,6.10 %,0
4163,Barleywine,Oakshire Brewing,American Barleywine,10.10 %,102,Dragonmead Crooked Door Amber Ale,Dragonmead Brewery,Amber Ale,5 %,0
856,Raked Over Red,Rip Current Brewing,American Amber / Red Ale,7.00 %,1399,Kassiks Otter Creek Amber,Kassiks Brewery,Amber Ale,6.20 %,0
3209,Red Headed Step Child,Mississippi Brewing Company,American Amber / Red Ale,6.00 %,572,Laurelwood Fresh Hop Free Range Red &#40; Amarillo &#41;,Laurelwood Public House & Brewery,Amber Ale,6.10 %,0
2732,Manchester Red,Franklin Street Brewing Company,American Amber / Red Ale,6.00 %,2418,Alcatraz Annihilator Doppelbock,Alcatraz Brewing,Doppelbock,8.50 %,0
3871,Give Me Back My Wig,Blue Earl Brewing Company,American Amber / Red Ale,6.10 %,2143,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,0
1211,Black Forest Grateful Red,Black Forest Brew Haus & Grill,American Amber / Red Ale,5.00 %,854,Bifferhaus Wacko Swami Amber Ale,Bifferhaus Brewing Company,American Strong Ale,9.50 %,0
3786,Nug Amber,Bare Hands Brewery,American Amber / Red Ale,5.50 %,353,Rebellion Scandale,Rebellion,Bitter,4.50 %,0
129,Henry Weinhard 's Redwood Flats Amber Ale,Blitz-Weinhard Brewing Co. .,American Amber / Red Ale,5.20 %,1452,Pinnacle Peak Amber Ale,Pinnacle Peak Patio Steakhouse,Amber Ale,-,0
603,Briglin Road Red,Keuka Brewing Company,American Amber / Red Ale,5.50 %,2947,AC Golden Colorado Native Saison,Coors Brewing Company &#40; MillerCoors &#41;,Saison,-,0
595,Duckabush Amber,North by Northwest Restaurant & Brewery,American Amber / Red Ale,-,2041,Clifton Hill Dark Ale,Clifton Hill Brewpub,Porter,4.50 %,0
1224,Stepchild Red Ale,Third Street Aleworks,American Amber / Red Ale,5.60 %,2547,603 9th State Red IPA,603 Brewery,India Pale Ale &#40; IPA &#41;,7.10 %,0
1515,Frog Island Amber Ale,Frog Island Brewing Company,American Amber / Red Ale,6.00 %,1610,Creature Comforts Borboya Reclaimed Rye,Creature Comforts Brewing Company,Amber Ale,5.50 %,0
237,Nimbus Rillito Red Ale,Nimbus Brewing Company,American Amber / Red Ale,5.00 %,581,HopDog BeerWorks Midgee,HopDog BeerWorks,Amber Ale,2.90 %,0
3985,Verde Canyon Railroad Copper Rail Ale,Oak Creek Brewing Co. .,American Amber / Red Ale,5.50 %,291,Mudhook Live Bait Amber Ale,Mudhook Brewing Company,Amber Ale,6 %,0
