tableA_id,tableA_title,tableA_starring,tableA_writer,tableA_editor,tableB_id,tableB_title,tableB_actor name,tableB_director name,tableB_year,tableB_genre,label
20971,Flight Lieutenant,"Lloyd Vernet Bridges, Jr.",Michael Blankfort Richard Carroll  Betty Hopkins,,8634,Jigar (1992),"Devgan, Ajay","Siddique, Farogh",1992,,0
26847,,Sona Nair,Ranjan Pramod,,6910,Naran (2005),"Nair, Sona",Joshi (I),2005,Thriller,1
23331,,Edward Arnold,Vina Delmar,,12804,Sadie McKee (1934),"Borland, Barlowe","Brown, Clarence (I)",1934,Romance,1
18080,Bad Charleston Charlie,Richmond Reed Carradine,Ross Hagen Ivan Nagy,,14638,Bad Charleston Charlie (1973),"Hagen, Claire (II)","Nagy, Ivan (I)",1973,Comedy,1
23734,J'embrasse pas,Philippe Noiret,Andru00E9 Tu00E9chinu00E9,,7141,J'embrasse pas (1991),"Blanc, Manuel","T?chin?, Andr?",1991,Drama,1
14699,,Nastassja Aglaia Nakszyu0144ski,Eric Tuchman,,12634,Time Share (2000),"Ahearn, Preston","von Wietersheim, Sharon",2000,Comedy,1
26548,The Sicilian,Terence Stamp,Gore Vidal,,16681,"Sicilian, The (1987)","Cappucino, Don Luciano","Cimino, Michael",1987,Action,1
20053,Factory Girl,Shawn Hatosy,Captain Mauzner (story & screenplay) Aaron Richard Golub(story) Simon Monjack (screenplay),,17096,Factory Girl (2006),"Kirkland, Sally (I)","Hickenlooper, George",2006,Biography,1
11693,,Hanne Karen Blarke Bayer,Jean-Luc Godard,,9924,Men with Brooms (2002),"Allodi, James","Gross, Paul (I)",2002,Comedy,0
3440,,Danny Aiello,Larry Cohen,,16579,"Now You See Him, Now You Don't (1972)","Delaney, Pat (I)","Butler, Robert (I)",1972,Comedy,0
2015,Darkness,Lena Maria Jonna Olin,Jaume Balaguer?,,10579,Darkness (2002),"Paquin, Anna","Balaguer?, Jaume",2002,Horror,1
12776,,William Nigel Ernle Bruce,Jeanne Bartlett,,12498,Mom's Got a Date with a Vampire (2000) (TV),"Graham, Cameron (II)","Boyum, Steve",2000,Horror,0
12907,Mr. Willowbyu2019s Christmas Tree,Leslie William Nielsen,Mitchell Kriegman,,20400,Mr. Willowby's Christmas Tree (1995) (TV),"Clash, Kevin (I)","Stone, Jon (I)",1995,Short,1
13150,,Stephen Delaney,William Nicholson,,20318,Firelight (1997),"Jones, Harry (I)","Nicholson, William",1997,Drama,1
7471,,Victoria Redstall,,,8426,Dead Boyz Don't Scream (2006),"Mark, Aaron","Saltarelli, Marc",2006,Horror,1
10740,,John Beal (actor),John Willard (playwright),,476,Nihon chinbotsu (2006),"Kat?, Takeshi (I)","Higuchi, Shinji",2006,Drama,0
25516,,William Clark Gable,John Gay,,5229,Heimkehr (1941),"Raddatz, Carl","Ucicky, Gustav",1941,Drama,0
10009,,Haley Joel Osment,Mark Sanderson,,3532,I'll Remember April (1999),"Kriesa, Christopher","Clark, Bob (III)",1999,Drama,1
6067,BAFTA Award for Best Film,James Andrew McAvoy,Peter Morgan (screenwriter),,16146,"Last King of Scotland, The (2006)","Rafferty, Barbara","Macdonald, Kevin",2006,History,1
1247,Go Tell the Spartans,Evan C. Kim,Wendell Mayes,,9308,Rosario Tijeras (2005),"Borrero, Alejandra (I)","Maill?, Emilio",2005,Drama,0
16855,The Strange Love of Martha Ivers,Issur Danielovitch,Robert Riskin,,10295,"Strange Love of Martha Ivers, The (1946)","Douglas, Kirk (I)","Milestone, Lewis",1946,Drama,1
17821,Harry Potter and the Order of the Phoenix,Helena Bonham Carter,J. K. Rowling,,20822,Harry Potter and the Order of the Phoenix (2007),"Lynch, Evanna","Yates, David (II)",2007,Family,1
26230,The New Land,Monica Zetterlund,Bengt Forslund,,16577,Nybyggarna (1972),"Oppstedt, Yvonne","Troell, Jan",1972,Drama,1
6134,Three Hollywood Girls,Leota Lane,James Gleason,,7495,"Vagabond King, The (1930)","Waverly, Thora","Berger, Ludwig (I)",1930,Romance,0
9927,Man Bites Dog,Beno?t Poelvoorde,Vincent Tavier,,22527,C'est arriv? pr?s de chez vous (1992),"Poelvoorde, Beno?t","Belvaux, R?my",1992,Comedy,1
7606,Cleopatra Wong,Marrie Lee,Romeo N. Galang Bobby A. Suarez,,16159,Cleopatra Wong (1978),"Varona, Dante","Suarez, Bobby A.",1978,,1
298,The Baxter,Michelle Williams (actor),Michael Showalter,,1304,"Baxter, The (2005)","McBrayer, Jack","Showalter, Michael",2005,Comedy,1
11829,Another Wild Idea,Betty Mack,,,3068,Another Wild Idea (1934),"Nardelli, George","Dunn, Eddie",1934,Short,1
27464,Communication Breakdown,Rhea Alexandria Scarfazzo Calaveras,Dan Lashley Richard O'Sullivan,,20925,Communication Breakdown (2004),"Connor, Shea","O'Sullivan, Richard (III)",2004,Comedy,1
9065,Zwarte zwanen,Carice Anouk van Houten,Arend Steenbergen,,21844,Zwarte zwanen (2005),"Quedevo, Silvia","Bothof, Colette",2005,Drama,1
20356,Every Which Way But Loose,Ruth Gordon Jones,Jeremy Joe Kronsberg,,15466,Every Which Way But Loose (1978),"Everly, Phil","Fargo, James",1978,Comedy,1
14891,Kids,Justin Charles Pierce,Harmony Korine,,11890,Kids (1995),"Brown, Adriane","Clark, Larry (I)",1995,Drama,1
7011,Lifeboat,Walter Slezak,John Steinbeck,,1999,Lifeboat (1944),"Cronyn, Hume","Hitchcock, Alfred (I)",1944,Drama,1
13299,,Douglas Fairbanks Jr,Dan Totheroh Seton I. Miller Howard Hawks,,16571,"Dawn Patrol, The (1930)","Barthelmess, Richard","Hawks, Howard",1930,Drama,1
18348,What's New Pussycat?,Ursula Andress,Allen Stewart Ku00F6nigsberg,,17586,"What's New, Pussycat (1965)","Schaake, Katrin","Donner, Clive",1965,Comedy,1
20965,Free Ride,Peter John DeLuise,Robert C. Bell  Lee Fulkerson  Ronald Z. Wang,,20009,Free Ride (1986),"Lane, Krista","Trbovich, Tom",1986,Comedy,1
79,Mysterious Skin,Richard Riehle,Scott Heim,,1901,Mysterious Skin (2004),"Kruger, Kelly","Araki, Gregg",2004,Drama,1
1009,,Rebecca Jenkins,Lori Lansens,,10100,South of Wawa (1991),"Renderer, Scott","Boyd, Robert (I)",1991,Comedy,1
27237,,,Michael Figgis,,18942,Proteus (2003),"Rousseau, Andre","Greyson, John",2003,Drama,0
13057,King's Row,Betty Field,Casey Robinson,,17391,Kings Row (1942),"Kalser, Erwin","Wood, Sam (I)",1942,Romance,1
24248,Sunday's Children,Henrik Linnros,Ernst Ingmar Bergman,,20916,S?ndagsbarn (1992),"Leygraf, Jacob","Bergman, Daniel (I)",1992,Drama,1
12470,,Dorothee Capelluto,Ronald Giphart,,13592,Times Square (1980),"Bass, Paul","Moyle, Allan",1980,Music,0
11436,Top Hat,Frederick Austerlitz Jr.,Allan Scott,,9984,Top Hat (1935),"Roberts, Florence (I)","Sandrich, Mark",1935,Comedy,1
4981,,William Horatio Powell,Guy Jones,,13945,Mr. Peabody and the Mermaid (1948),"Hyatt, Robert","Pichel, Irving",1948,Comedy,1
25715,,Salam Sangi,,,3280,Pikovaya dama (1982) (TV),"Dymchenko, Irina","Maslennikov, Igor",1982,Drama,0
364,Phir Milenge,Salman Khan,Atul Sabharwal,,15542,Phir Milenge (2004),"Bachchan, Abhishek",Revathi,2004,Drama,1
25280,Sword of the Beast,Mikijiro Hira,Hideo Gosha Eizaburo Shiba,,6622,Kedamono no ken (1965),"Kimura, Toshie","Gosha, Hideo",1965,Drama,1
24504,Star Trek: The Motion Picture,#Cast,Alan Dean Foster,,17357,Star Trek: The Motion Picture (1979),"Doohan, James","Wise, Robert (I)",1979,Sci-Fi,1
21847,The Story of Dr. Wassel,La Raine Johnson,,,1635,"Story of Dr. Wassell, The (1944)","Caruso, Anthony (I)","DeMille, Cecil B.",1944,War,1
3381,Jamaica Inn,Emlyn Williams,Alma Lucy Reville,,11597,Jamaica Inn (1939),"Watson, Wylie","Hitchcock, Alfred (I)",1939,Drama,1
13642,,Donald Moffat,Robert Ludlum,,6727,"Bourne Identity, The (1988) (TV)","Boa, Bruce","Young, Roger (I)",1988,Drama,1
876,The Clan of the Cave Bear,Daryl Christine Hannah,Jean M. Auel,,5540,"Clan of the Cave Bear, The (1986)","Wardlow, Keith","Chapman, Michael (I)",1986,Drama,1
3741,,Julie Frances Christie,Murray Watts,,4877,"Ring Two, The (2005)","Winstead, Mary Elizabeth","Nakata, Hideo",2005,Horror,0
6029,,Dennis Burkley,Joel Silberg,,16765,Even as I.O.U (1942),"Howard, Curly","Lord, Del",1942,Short,0
22940,Bob & Carol & Ted & Alice,Natalia Nikolaevna Zakharenko,Paul Mazursky Larry Tucker,,7798,Bob & Carol & Ted & Alice (1969),"Gordon, Michael Z.","Mazursky, Paul",1969,Comedy,1
14790,Attack of the Killer Tomatoes,George Wilson (actor),Costa Dillon,,9026,Attack of the Killer Tomatoes! (1978),"Berger, Gregg","De Bello, John (I)",1978,Horror,1
24826,Missing,Melanie Mayron,Costa-Gavras,,6019,Missing (1982),"Shea, John (I)",Costa-Gavras,1982,Thriller,1
10035,.,John Marwood Cleese,Andrew Adamson,,13954,Hak se wui (2005),"Siu, Maggie","To, Johnny",2005,Drama,0
8367,Thiruda Thiruda,S. P. Balasubrahmanyam,Ram Gopal Varma,,8513,Thiruda Thiruda (1993),Anand (IV),"Ratnam, Mani",1993,,1
4466,The Wrong Move,Nastassja Aglaia Nakszyu0144ski,Peter Handke,,21936,Falsche Bewegung (1975),"Kreuzer, Lisa","Wenders, Wim",1975,Drama,1
25224,Beyond Our Ken,Daniel Wu,Ho-Cheung Pang Wing Sze Wong,,3526,Gung ju fuk sau gei (2004),"Chim, Sui-man","Pang, Ho-Cheung",2004,Drama,1
16123,Top Secret Affair,Issur Danielovitch,Allan Scott (screenwriter),,18525,Mukh-O-Mukhosh (1956),Purnima (I),"Khan, Jabbar",1956,,0
1197,La Bestia y la Espada Magica,Paul Naschy,Jacinto Molina,,6731,"Bestia y la espada m?gica, La (1983)","Amachi, Shigeru","Molina, Jacinto",1983,Horror,1
16615,The Dream Catcher,Jeanne Heaton,M.S. Nieson,,7490,1969 (1988),"Espy, Carl","Thompson, Ernest",1988,Drama,0
23486,The Californians,Illeana Hesselberg,Henry James,,3840,"Californians, The (2005)","Robb, John (I)","Parker, Jonathan (I)",2005,Drama,1
3877,Boundin',,Bud Luckey,,754,Boundin' (2003),"Luckey, Bud","Luckey, Bud",2003,Short,1
23388,O Garimpeiro,,Vittorio Capellaro,,341,"Garimpeiro, O (1920)","Fernandes, Estella","Capellaro, Vittorio",1920,,1
9905,,Shun Oguri,Erika Tanaka,,14421,Otoshimono (2006),"Itao, Itsuji","Furusawa, Takeshi",2006,Horror,1
4764,Boys Grammar,Matt Levett,Rozlyn Clayton-Vincent,,7958,Boys Grammar (2005),"Yeend, Adam J.","Francis, Dean (I)",2005,Short,1
14732,The Woman in Red,Kelly LeBrock,Jerome Silberman,,22734,"Woman in Red, The (1984)","Stimpson, Viola Kates","Wilder, Gene",1984,Comedy,1
18164,,Karianne Flaathen Clara Andersson Sarah O'Keefe Kenneth Roberts,Ana Torres-Alvarez,,21467,"Genou de Claire, Le (1970)","Falconetti, G?rard","Rohmer, Eric",1970,Drama,0
2634,Dracula vs. Frankenstein,Regina Carol Gelfan,William Pugsley Samuel M. Sherman,,13707,Dracula vs. Frankenstein (1971),"Lease, Maria","Adamson, Al",1971,Horror,1
25636,Stardom,Daniel Edward Aykroyd,J.Jacob Potashnik Denys Arcand,,6853,Stardom (2000),"Walsh, Amanda (II)","Arcand, Denys",2000,Comedy,1
419,,Ernest Frederick McIntyre Bickel,W. P. Lipscomb,,16473,I Want a Dog (2003),"McPhail, Marnie","Cohen, Sheldon (II)",2003,Short,0
1487,Two-Dollar Bettor,Emily Marie Bertelsen,,,17308,Two Dollar Bettor (1951),"Brodie, Steve (I)","Cahn, Edward L.",1951,Drama,1
11824,,Linda Denise Blair,Allan Murray,,3091,"Blair Bitch Project starring Linda Blair, The (1999) (V)","Murray, Allan (II)","LaRose, Scott",1999,Short,1
24712,,John Joseph Nicholson,Robert Towne,,13290,"Two Jakes, The (1990)","Carlton, Sue","Nicholson, Jack",1990,Mystery,1
3344,,Lia Franca,Mario Soldati,,19830,Ironweed (1987),"McGrath, Matt (I)","Babenco, Hector",1987,Drama,0
10058,,Trevy Woods,Oscar Micheaux,,10228,"Homesteader, The (1919)","Hall, Iris","Mills, Jerry (VIII)",1919,Drama,1
1860,The Prince and the Showgirl,Laurence Kerr Olivier,Terrence Rattigan,,14948,"Prince and the Showgirl, The (1957)","Owen, Gillian","Olivier, Laurence",1957,Comedy,1
27237,,,Michael Figgis,,13991,Hotel (2001),"Staden, Alexandra","Figgis, Mike",2001,Comedy,1
11851,These Three,Estelle Merle O'Brien Thompson,Lillian Hellman,,23107,Hammerhead: Shark Frenzy (2005) (TV),"Doychev, Pavel","Oblowitz, Michael",2005,Horror,0
7938,Igor,Molly Helen Shannon,Chris McKenna (writer),,14655,Man's Best Friend (1993),"Daniels, J.D.","Lafia, John",1993,Horror,0
12732,,Lea Hernandez,S?bastien Dumesnil,,20171,Clean Slate (1994),"Paton, Angela","Jackson, Mick (I)",1994,Comedy,0
25143,,Kurt Vogel Russell,Lila Garrett (story)   Bernie Kahn (story)   Stewart C. Billett (story)   Joseph L. McEveety (screenplay),,9942,"Barefoot Executive, The (1971)","Rhodewalt, Bruce","Butler, Robert (I)",1971,Comedy,1
11753,Title,Michael J. Smith Sr. Jim Myron Ross Tarra Riggs Johnny McPhail,Lance Hammer,,11352,Dr. Caligari (1989),"Song, Magie","Sayadian, Stephen",1989,Horror,0
20048,Cinderella Liberty,Allan Arbus,Darryl Ponicsan,,19509,Black (2005),"Shroff, Jeroo","Bhansali, Sanjay Leela",2005,Drama,0
6826,Kamakalawa,Christopher De Leon,Eddie Romero,,21054,Kamakalawa (1981),"Aragonn, Raoul","Romero, Eddie",1981,Action,1
8469,,?ngel Maga?a,Norberto Aroldi,,4686,"Adi?s, Alejandra, Andrea (1973)","Bence, Amelia","Rinaldi, Carlos",1973,Drama,1
21433,,Juhi Chawla,Jay Dixit,,3190,Suor Omicidi (1978),"De Franchi, Aldo","Berruti, Giulio (I)",1978,Horror,0
24105,The Tip,Harold Lloyd,H.M. Walker,,3304,"Tip, The (1918)","Blaisdell, William","Pratt, Gilbert",1918,Short,1
20897,All the Real Girls,Patricia Davies Clarkson,David Gordon Green,,3345,Carving Out Our Name (2001),"Paleka, Melita","Zierah, Tony",2001,Documentary,0
8779,Sweet Memories,King Baggot,Thomas H. Ince,,11228,Manufacturing Consent: Noam Chomsky and the Media (1992),"Moyers, Bill","Wintonick, Peter",1992,Biography,0
19847,,George Bancroft,Jack Yellen,,21282,Submarine Patrol (1938),"Hymer, Warren","Ford, John (I)",1938,Adventure,1
13973,Charade,Archibald Alec Leach,,,5453,Charade (1963),"Kennedy, George (I)","Donen, Stanley",1963,Comedy,1
8629,7 Women,Sue Lyon,Norah Lofts,,7882,7 Women (1966),"Lee, Anna (I)","Ford, John (I)",1966,Drama,1
17564,,#Voice cast,Babar the Elephant,,3368,Babar: The Movie (1989),"Crawley, Amos","Bunce, Alan (II)",1989,Animation,1
16116,Matching Dreams,Sylvia Ashton,,,6536,Matching Dreams (1916),"Whitman, Gayne","Eason, B. Reeves",1916,Short,1
10591,El Abuelo,Fernando Guill?n,Horacio Valc?rcel,,7123,"Abuelo, El (1998)","Caride, Jos?","Garci, Jos? Luis",1998,Drama,1
13478,City of Hope,Chris Cooper,John Sayles,,21705,City of Hope (1991),"Spano, Vincent","Sayles, John",1991,Drama,1
26205,A State of Mind,,,,17744,Abhijaan (1962),"Rehman, Waheeda","Ray, Satyajit",1962,Drama,0
25401,My Beautiful Girl Mari,,Kang Su-jeong,,2928,Unconquered (1947),"Smith, C. Aubrey","DeMille, Cecil B.",1947,Adventure,0
1374,Vanilla Sky,Kurt Vogel Russell,Cameron Bruce Crowe,,21000,Vanilla Sky (2001),"Meyers, Christine","Crowe, Cameron",2001,Sci-Fi,1
25692,Sole Survivor,Anita Skinner Kurt Johnson Caren Larkey,Thomas Everett Eberhardt,,15234,Sole Survivor (1983),"Kleber, Rick","Eberhardt, Thom",1983,Horror,1
6934,,Myron Healey,Sid Harris,,6257,Varan the Unbelievable (1962),"Ogata, Roy K.","Honda, Ishir?",1962,Horror,1
7340,,Kathy Ann Najimy,Keith R. Clarke,,2842,In Search of Dr. Seuss (1994) (TV),"Daniels, J.D.","Paterson, Vincent",1994,Comedy,1
17719,Detained,Arthur Stanley Jefferson,Tay Garnett,,16360,Detained (1924),"Laurel, Stan","Pembroke, Scott",1924,Short,1
11934,,Jean Merilyn Simmons,Charles Dickens,,2499,Great Expectations (1989) (mini),"Schonfield, Stephanie","Connor, Kevin (I)",1989,Drama,1
8937,,Helena Carter,Harry Brown,,19160,Kiss Tomorrow Goodbye (1950),"Carter, Helena","Douglas, Gordon",1950,Drama,1
12242,Murder on the Orient Express,Vanessa Redgrave,Anthony Shaffer,,22971,"Out-of-Towners, The (1999)","Farrell, Tom Riis","Weisman, Sam",1999,Comedy,0
4702,,Carroll Baker,Brian Clemens,,13960,"Watcher in the Woods, The (1980)","Hale, Georgina","Hough, John",1980,Horror,1
4329,The Last Legion,Kevin McKidd,Peter Rader,,17584,"Last Legion, The (2007)","Cosmo, James","Lefler, Doug",2007,War,1
20293,,Konidala Kalyan,S.J. Suryah,,8845,Khushi (2001),Ali (I),"S.J., Surya",2001,Drama,1
15211,Point Break,James LeGros,W. Peter Iliff,,10701,Point Break (1991),"Philbin, John","Bigelow, Kathryn",1991,Thriller,1
19675,Meu00F0 allt u00E1 hreinu,Ragnhildur G?slad?ttir,,,4288,"Lektion i k?rlek, En (1954)","Str?m, Carl","Bergman, Ingmar",1954,Comedy,0
10721,Le Couperet,Olivier Gourmet,Jean-Claude Grumberg,,12920,"Couperet, Le (2005)","Hamon, Emmanuel (II)",Costa-Gavras,2005,Comedy,1
24883,Love 'em and Weep,Arthur Stanley Jefferson,Harry Eugene Roach,,18900,Love 'Em and Weep (1927),"Hall, Charlie (I)","Guiol, Fred",1927,Short,1
23141,Pistol Opera,Makiko Esumi,Takeo Kimura,,17388,Pisutoru opera (2001),"Sawada, Kenji","Suzuki, Seijun",2001,Drama,1
10010,The Electric Horseman,"Charles Robert Redford, Jr.",Paul Gaer,,19961,"Electric Horseman, The (1979)","Nicholas, Frank","Pollack, Sydney",1979,Comedy,1
7500,,John Hartford Hoxie,,,19908,Devil Dog Dawson (1921),"Rosson, Helene","Coolidge, Karl R.",1921,Western,1
14827,Ghost Game,"Pachornpol Jantieng, Supatsiri Patomnupong, Thanyanan Mahapirun,  Phongsak Rattanapong",,,23034,Laa-thaa-phii (2006),"Soonthorn, Zeenam","Wichiensan, Sarawuth",2006,Horror,1
14132,Beware! Children at Play,Michael Robertson Rich Hamilton Robin Lilly Lori Tirgrath Jamie Krause,Fred Scharkey,,22857,Beware: Children at Play (1989),"Bukovec, John","Cribben, Mik",1989,Horror,1
23114,Viktor und Viktoria,Renate M?ller,Reinhold Sch?nzel,,9237,"Longest Night, The (1972) (TV)","Aubrey, Skye","Smight, Jack",1972,Drama,0
9201,,Heather Angel,Dudley Nichols,,22073,"Informer, The (1935)","Borland, Barlowe","Ford, John (I)",1935,Drama,1
14887,,Edmon Ryan,J.O.C. Orton,,652,Autour d'une cabine (1895),,"Reynaud, ?mile",1895,Short,0
2903,,Marcello Vincenzo Domenico Mastroianni,Catherine Rihoit,,3373,"Nuit de Varennes, La (1982)","Jannacci, Enzo","Scola, Ettore",1982,Drama,1
9571,,Niki Karimi,Dariush Mehrjui,Hassan Hassandoost,9902,Sara (1993),"Karimi, Niki","Mehrjui, Dariush",1993,,1
14847,,Erik Steffen Maahs,George Toles,,20888,Wayward Son (1999),"Sametz, Laura","Harris, Randall",1999,Drama,0
402,Strange Days,Ralph Nathaniel Twisleton-Wykeham Fiennes,Jay Cocks,,14585,"Hot Scots, The (1948)","Knight, Charles (I)","Bernds, Edward",1948,Short,0
6849,,Jelena ?oki?,Milica Piletiu0107,,5239,Opet pakujemo majmune (2004),"Vukotic, Dubravka","Perovic, Marija",2004,Drama,1
25282,200 Cigarettes,Caleb Carr,Shana Larsen,,12358,Man of the Year (2006),"Goldblum, Jeff","Levinson, Barry (I)",2006,Comedy,0
11530,,Xavier Cugat,Dorothy Cooper Dorothy Kingsley Aleen Leslie (characters),,15245,"Date with Judy, A (1948)","Taylor, Elizabeth (I)","Thorpe, Richard (I)",1948,Comedy,1
25616,Laughter in Paradise,George Cole,Michael Pertwee,,6173,Laughter in Paradise (1951),"Mitchell, Charlotte (I)","Zampi, Mario",1951,Comedy,1
2849,Walking Back,Sue Carol,Monte M. Katterjohn,,7605,Arabesque (1966),"Merivale, John","Donen, Stanley",1966,Drama,0
27226,La nuit porte-jarretelles,Caroline Loeb,Virginie Th?venet,,10586,"Nuit porte jarretelles, La (1985)","Masse, Marie-H?l?ne","Th?venet, Virginie",1985,,1
13545,Chasing Liberty,Thomas Mark Harmon,David Schneiderman,,3076,Chasing Liberty (2004),"Benoir, Zac","Cadiff, Andy",2004,Comedy,1
22729,From Soup to Nuts,Buddy the Dog,H.M. Walker,,14091,I Am a Fugitive from a Chain Gang (1932),"Hamilton, Hale","LeRoy, Mervyn",1932,Drama,0
15180,"Ladies and Gentlemen, the Fabulous Stains",Fee Waybill,Nancy Dowd,,1520,"Ladies and Gentlemen, the Fabulous Stains (1981)","Jones, Steve (VI)","Adler, Lou",1981,Comedy,1
837,Battle Beyond The Sun,Aleksandr Shvorin,Mikhail Karzhukov  Yevgeni Pomeshchikov  Aleksei Sazanov,,19096,Nebo zovyot (1960),"Tonunts, Gurgen","Coppola, Francis Ford",1960,Sci-Fi,1
16783,,William Dieterle,Henrik Galeen,,20683,"Wachsfigurenkabinett, Das (1924)","Legal, Ernst","Leni, Paul",1924,Horror,1
1784,Kagen no tsuki,Chiaki Kuriyama,Ken Nikai,,3333,Kagen no tsuki (2004),"Ogata, Ken","Nikai, Ken",2004,Drama,1
11744,Sparkle,Dorian Harewood,Howard Rosenman,,2255,Sparkle (1976),"Renard, Ken","O'Steen, Sam",1976,Drama,1
3736,Blue Sky,Jessica Phyllis Lange,Jerry Leichtling,,17563,Blue Sky (1994),"Dye, Dale","Richardson, Tony (I)",1994,Romance,1
13929,,Edward Bridge Danson III,John Fusco,,11516,Loch Ness (1996),"Jones, Harry (I)","Henderson, John (I)",1996,Drama,1
541,,Tim Conway,Tim Conway,,624,Dorf Goes Fishing (1993) (V),"James, Nathanial","Landen, Berry",1993,,1
17109,Peggy Sue Got Married,Nicholas Kim Coppola,Jerry Leichtling,,16897,Peggy Sue Got Married (1986),"Nalbandian, Al","Coppola, Francis Ford",1986,Comedy,1
8876,One Sunday Morning,Lloyd Hamilton,,,13131,Balram vs. Tharadas (2006),Jagadish,"Sasi, I.V.",2006,Thriller,0
5308,,Mike Ditka,Steve Rudnick,,1915,Kicking & Screaming (2005),"Walsh, Kate (I)","Dylan, Jesse",2005,Comedy,1
27153,Crashing Hollywood,Virginia Brooks,Jack Townley,,5445,Crashing Hollywood (1931),"Grable, Betty","Arbuckle, Roscoe 'Fatty'",1931,Short,1
16393,Eating Out,Jim Verraros,Q. Allan Brocka,,3927,Eating Out (2004/I),"Verraros, Jim","Brocka, Q. Allan",2004,Comedy,1
6926,Night After Night,Constance Cummings,Louis Bromfield Kathryn Scola,,18408,Percy's Progress (1974),"Posta, Adrienne","Thomas, Ralph (I)",1974,Comedy,0
22287,That Forsyte Woman,Errol Leslie Thomson Flynn,Arthur Wimperis,,2798,That Forsyte Woman (1949),"Charlot, Andr?","Bennett, Compton",1949,Romance,1
11058,,Yann Yann Yeo,Royston Tan,,8645,K-19: The Widowmaker (2002),"Chepovetsky, Dmitry","Bigelow, Kathryn",2002,History,0
26153,How to Eat Fried Worms,Kimberly Williams,Thomas Rockwell,,17527,How to Eat Fried Worms (2006),"Garrett, Blake","Dolman, Bob",2006,Comedy,1
25832,,Alexander Watson  Zal Cleminson  David Hyaman  Ewan Black,Justin Burns  Robert Kelly,,5380,Bootmen (2000),"Zissler, Jonno","Perry, Dein",2000,Comedy,0
13123,,Leela Naidu,Ruth Prawer Jhabvala,,21622,"Householder, The (1963)","Sanyal, Pahadi","Ivory, James",1963,Comedy,1
24581,,Pat Gleason,,,22910,Rustlers of Red Dog (1935),"McDowell, Nelson","Landers, Lew",1935,Western,0
19585,,Mark O'Donnell,George Walton Lucas Jr.,,274,Conflict of Interest (1993),"de Broux, Lee","Davis, Gary (I)",1993,Drama,0
26327,The Lords of Flatbush,Paul Mace,Stephen Verona,,2867,"Glass Jungle, The (1988)","Scala, Frank","Merhi, Joseph",1988,Action,0
7942,,Vanessa Horneff,Ti West,,20666,"Roost, The (2005)","Reid, Sean","West, Ti",2005,Horror,1
4785,,Laura Augusta Gainor,Henry Roberts Symonds,,7887,Street Angel (1928),"Dickinson, Milton","Borzage, Frank",1928,Drama,1
