tableA_id,tableA_http://www.okkam.org/ontology_restaurant1.owl#name,tableA_http://www.okkam.org/ontology_restaurant1.owl#phone_number,tableA_http://www.okkam.org/ontology_restaurant1.owl#street,tableB_id,tableB_http://www.okkam.org/ontology_restaurant2.owl#name,tableB_http://www.okkam.org/ontology_restaurant2.owl#phone_number,tableB_http://www.okkam.org/ontology_restaurant2.owl#street,label
242,mesa grill,212/807-7400,,827,vivande ristorante,415/673-9245,,0
32,rex il ristorante,213/627-2300,,706,,,545 post st.,0
8,aureole,212/ 319-1660,,1771,diaghilev,310-854-1111,,0
56,abruzzi,404/261-8186,,35,,,3148 geary blvd.,0
264,,,405 e. 58th st.,1075,r-23,213-687-7178,,0
243,,,67 n. raymond ave.,2049,,,519 e. paces ferry rd.,0
151,,,23725 w. malibu rd.,374,rose pistola,415-399-0499,,0
302,,,2709 main st.,367,,,777 sutter st.,0
67,,,1110 3rd ave. at 65th st.,1922,,,8424 beverly blvd.,0
240,,,182 w. 58th st.,1004,persepolis,212/535-1100,,0
61,matsuhisa,310/659-9639,,732,,,423 columbus ave.,0
37,oceana,212/759-5941,,659,,,208 e. 58th st.  between 2nd and 3rd aves.,0
119,manhattan ocean club,212/ 371-7777,,1224,yaya cuisine,415/566-6966,,0
210,,,240 central park s,558,,,2317 chestnut st.,0
119,manhattan ocean club,212/ 371-7777,,888,helmand,415/362-0641,,0
232,gotham bar & grill,212/620-4020,,1595,,,2217 union st.,0
117,,,55 e. 54th st.,1598,,,251 e. 53rd st.,0
326,,,1001 n. alameda st.,980,,,9777 little santa monica blvd.,0
279,indigo coastal grill,404/876-0676,,2012,,,148 w. 51st st.,0
67,,,1110 3rd ave. at 65th st.,1401,,,1031 peachtree st. ne,0
85,,,8358 sunset blvd. west,1635,lulu restaurant-bis-cafe,415-495-5775,,0
273,les celebrites,212/484-5113,,1386,,,3500 peachtree rd.  phipps plaza,0
310,art's delicatessen,818/762-1221,,1979,,,348 e. 62nd st.,0
74,hollywood,,,1763,baja fresh,805-498-4049,,0
8,aureole,212/ 319-1660,,510,,,10801 w. pico blvd.,0
95,park avenue cafe,212/644-1900,,562,ambassador grill,212/702-5014,,0
191,,,2316 polk st.,1351,caffe bondi ristorante,212/691-8136,,0
314,,,12 e. 12th st.,1584,,,1900 broadway  between 63rd and 64th sts.,0
33,delectables,404/681-2909,,1924,killer shrimp,818-508-1570,,0
232,gotham bar & grill,212/620-4020,,844,gotham bar & grill,212-620-4020,,0
306,mi cocina,212/627-8273,,258,bamboo garden,702/871-3262,,0
286,boulevard,415/543-6084,,2037,,,1931 peachtree rd.,0
147,palace court,702/731-7547,,958,,,451 washington st.  near watts st.,0
264,,,405 e. 58th st.,1084,la grotta,404-231-1368,,0
89,,,34 e. 61st st.,2202,,,631 larkin st.,0
125,nikolai's roof,404/221-6362,,391,,,2165 cheshire bridge rd.,0
9,atlanta,,,1854,,,260 e. paces ferry road,0
27,rose pistola,415/399-0499,,343,caffe dante,212/982-5275,,0
105,,,1529 piedmont ave.,2075,,,709 n. la brea ave.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,1291,,,23725 w. malibu rd.,0
221,21 club,212/582-7200,,1894,,,32 jones st. at bleecker st.,0
240,,,182 w. 58th st.,2103,,,2285 peachtree rd.  peachtree battle condominium,0
192,,,in central park at 67th st.,2157,wu kong,415/957-9300,,0
25,,,95 ave. a at 6th st.,1241,,,342 e. 11th st.  near 1st ave.,0
179,bone's,404/237-2663,,715,bruno,212/688-4190,,0
32,rex il ristorante,213/627-2300,,1034,,,23 e. 74th st.,0
57,,,12224 ventura blvd.,230,vida,213/660-4446,,0
194,second avenue deli,212/677-0606,,396,,,1215 powers ferry rd.,0
81,jo jo,212/223-5656,,1805,viva mercado's,702/871-8826,,0
207,santa monica,,,585,don antonio's,310-209-1422,,0
209,,,9560 dayton way,1301,valentino,310-829-4313,,0
51,lulu,415/495-5775,,630,chez michel,415-775-7036,,0
283,pisces,212/260-6660,,1168,,,953 second ave.,0
230,,,60 w. 55th st.  between 5th and 6th ave.,2130,campanile,213-938-1447,,0
73,campton place,415/955-5555,,227,,,2290 peachtree rd.,0
67,,,1110 3rd ave. at 65th st.,1395,,,95 ave. a,0
169,,,600 stockton st.,26,harris',415/673-1888,,0
255,,,99 e. 52nd st.,2182,,,9500 wilshire blvd.,0
42,las vegas,,,309,,,420 e. 59th st.  off 1st ave.,0
215,heera of india,404/876-4408,,479,,,3000 paradise rd.,0
329,tillerman,702/731-4036,,501,,,341 w. broadway  near grand st.,0
220,,,3000 w. paradise rd.,11,mediterranean,,,0
239,,,624 s. la brea ave.,1125,home,212/243-9579,,0
198,,,3125 piedmont rd.  near peachtree rd.,1801,mon kee seafood restaurant,213/628-6717,,0
167,alain rondelli,415/387-0408,,57,coco loco,404/364-0212,,0
59,lutece,212/752-2225,,299,,,816 folsom st.,0
172,beverly hills,,,2230,,,900 7th ave.  between 56th and 57th sts.,0
240,,,182 w. 58th st.,85,ciboulette restaurant,404-874-7600,,0
233,,,1972 n. hillhurst ave.,542,la caridad,212-874-2780,,0
56,abruzzi,404/261-8186,,1108,nicky blair's,702-792-9900,,0
3,,,570 4th st.,1540,poquito mas,818-563-2252,,0
158,campanile,213/938-1447,,1738,old san francisco,,,0
86,,,30 rockefeller plaza,43,seafood,,,0
101,veni vidi vici,404/875-8424,,1098,zarela,212-644-6740,,0
232,gotham bar & grill,212/620-4020,,854,mi cocina,212-627-8273,,0
89,,,34 e. 61st st.,2203,cafe luxembourg,212/873-7411,,0
151,,,23725 w. malibu rd.,500,kuleto's,415/397-7720,,0
183,march,212/754-6272,,1674,,,25 cleveland pl.  near spring st.,0
217,,,804 northpoint,1786,,,5975 roswell rd.,0
273,les celebrites,212/484-5113,,141,californian,,,0
217,,,804 northpoint,1563,,,1 mission st.,0
67,,,1110 3rd ave. at 65th st.,2191,,,70 w. paces ferry rd.,0
224,aqua,415/956-9662,,924,dynasty room,310/208-8765,,0
44,studio city,,,159,,,8020 beverly blvd.,0
17,island spice,212/765-1737,,1386,,,3500 peachtree rd.  phipps plaza,0
56,abruzzi,404/261-8186,,2184,chan dara,213/467-1052,,0
155,,,201 w. 83rd st.,689,,,405 atlantic ave.,0
174,mifune japan center  kintetsu building,415/922-0337,,575,,,1288 1st ave. at 69th st.,0
167,alain rondelli,415/387-0408,,315,,,346 s. la brea ave.,0
284,aquavit,212/307-7311,,1999,palio,212/245-4850,,0
227,,,3570 las vegas blvd. s,2153,,,1505 mission st. s.,0
109,masa's,415/989-7154,,1041,maykadeh,415/362-8286,,0
294,gramercy tavern,212/477-0777,,2249,,,1186 n. highland ave.,0
9,atlanta,,,253,,,133 clement st.,0
261,,,3130 piedmont road,1393,otabe,212/223-7575,,0
240,,,182 w. 58th st.,1509,,,1248 clairmont rd.,0
267,,,5955 melrose ave.,1778,beesley's of buckhead,404/264-1334,,0
44,studio city,,,1079,,,200 e. fremont st.,0
104,tavern on the green,212/873-3200,,1020,,,7313 melrose ave.,0
191,,,2316 polk st.,569,mi spia dunwoody rd.,770/393-1333,,0
303,,,35 w. 64th st.,606,,,601 s. figueroa st.,0
111,,,617 s. olive st.,1912,,,3391 peachtree rd. ne,0
255,,,99 e. 52nd st.,950,,,160 central park s,0
2,fenix,213/848-6677,,332,johnny rockets (at),770-955-6068,,0
281,,,777 sutter st.,180,,,3345 steiner st.,0
43,toulouse,404/351-9533,,148,,,1401 ocean ave.,0
89,,,34 e. 61st st.,1947,one if by land  tibs,212-228-0822,,0
37,oceana,212/759-5941,,46,pacific new wave,,,0
314,,,12 e. 12th st.,2065,,,2225 irving st.,0
105,,,1529 piedmont ave.,168,,,304 e. 48th st.,0
11,los angeles,,,1681,,,631 b kearny st.,0
87,adriano's ristorante,310/475-9807,,506,nuevo laredo cantina,404-352-9009,,0
292,,,155 w. 51st st.,497,columbus bakery,212/421-0334,,0
141,fringale,415/543-0573,,1142,popover cafe,212/595-8555,,0
240,,,182 w. 58th st.,1407,lombardi's,212-941-7994,,0
187,patina,213/467-1108,,2249,,,1186 n. highland ave.,0
87,adriano's ristorante,310/475-9807,,1677,,,145 n. atlantic blvd.,0
98,valentino,310/829-4313,,1611,,,1065 1st ave.  at 58th st.,0
37,oceana,212/759-5941,,1370,rex il ristorante,213-627-2300,,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,1132,,,4017 s. sepulveda blvd.,0
191,,,2316 polk st.,581,,,54 pearl st. at broad st.,0
3,,,570 4th st.,1683,stars cafe,415/861-4344,,0
3,,,570 4th st.,151,abruzzi,404-261-8186,,0
61,matsuhisa,310/659-9639,,1412,,,3900 paradise rd.,0
144,,,129 n. la cienega blvd.,57,coco loco,404/364-0212,,0
95,park avenue cafe,212/644-1900,,1317,,,656 n. virgil ave.,0
232,gotham bar & grill,212/620-4020,,1954,pano's & paul's,404-261-3662,,0
190,pano's and paul's,404/261-3662,,1954,pano's & paul's,404-261-3662,,1
9,atlanta,,,568,duane park cafe,212/732-5555,,0
71,cafe lalo,212/496-6031,,466,san domenico,212-265-5959,,0
127,grill on the alley,310/276-0615,,1174,palisades,404/350-6755,,0
289,,,2930 beverly glen circle,802,,,1500 church st.,0
44,studio city,,,180,,,3345 steiner st.,0
116,,,701 stone canyon rd.,110,le chardonnay (los angeles),213-655-8880,,0
331,,,3434 peachtree rd.,1664,ralph's diner,702/732-6330,,0
89,,,34 e. 61st st.,2032,,,5322 geary blvd.,0
226,,,532 columbus ave.,1196,citrus,213-857-0034,,0
207,santa monica,,,108,,,2 new montgomery st.  at market st.,0
14,chin's,702/733-8899,,782,,,3rd st. promenade,0
70,,,20 e. 76th st.,132,,,15 e. 12th st.  between 5th ave. and university pl.,0
37,oceana,212/759-5941,,183,,,219 w. broadway  between franklin and white sts.,0
286,boulevard,415/543-6084,,1606,le jardin,212/343-9599,,0
323,,,102 5th ave.  between 15th and 16th sts.,2208,fusion,,,0
78,,,2 e. 55th st.,1088,,,1397 n. highland ave.,0
161,petrossian,212/245-2214,,1729,mandarin court,702/737-1234,,0
291,virgil's,212/ 921-9494,,1446,feast from the east,310-475-0400,,0
209,,,9560 dayton way,2049,,,519 e. paces ferry rd.,0
112,,,1 margaret mitchell sq.,779,zoe,212/966-6722,,0
180,,,14016 ventura blvd.,1461,,,10668 w. pico blvd.,0
311,,,252 california st.,81,paty's,818/761-9126,,0
73,campton place,415/955-5555,,1294,vivande porta via,415/346-4430,,0
152,,,1 water st. at the east river,1565,,,123 w. 52nd st.,0
14,chin's,702/733-8899,,476,,,308 w. sahara ave.,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1973,film center cafe,212/ 262-2525,,0
200,hawthorne lane,415/777-9779,,2098,turkish kitchen,212/679-1810,,0
178,brooklyn,,,595,morton's,212/972-3315,,0
251,,,816 folsom st.,605,delicatessen,,,0
77,coyote cafe,702/891-7349,,378,,,9570 wilshire blvd.,0
215,heera of india,404/876-4408,,1192,emerald garden restaurant,415-673-1155,,0
180,,,14016 ventura blvd.,1086,sfuzzi,212/873-3700,,0
37,oceana,212/759-5941,,872,2223,415/431-0692,,0
66,,,22 hawthorne st.,522,,,3109 piedmont rd.  just south of peachtree rd.,0
120,,,1114 horn ave.,1306,,,375 greenwich st.  near franklin st.,0
257,carnegie deli,212/757-2245,,55,,,265 pharr rd.,0
303,,,35 w. 64th st.,396,,,1215 powers ferry rd.,0
191,,,2316 polk st.,1903,morton's of chicago (atlanta),404-577-4366,,0
77,coyote cafe,702/891-7349,,2139,,,1517 polk st.,0
273,les celebrites,212/484-5113,,1010,orleans,310/479-4187,,0
98,valentino,310/829-4313,,334,mikado,702/791-7111,,0
168,sherman oaks,,,1062,,,325 e. 14th st.  between 1st and 2nd aves.,0
33,delectables,404/681-2909,,1198,art's deli,818-762-1221,,0
207,santa monica,,,1912,,,3391 peachtree rd. ne,0
18,,,8284 melrose ave.,952,sam's noodle shop,212-213-2288,,0
115,bacchanalia,404/365-0410,,2102,hugo's cellar,702-385-4011,,0
127,grill on the alley,310/276-0615,,1611,,,1065 1st ave.  at 58th st.,0
127,grill on the alley,310/276-0615,,1837,pinot bistro,818-990-0500,,0
309,pinot bistro,818/990-0500,,800,,,2880 las vegas blvd. s,0
96,,,3201 fillmore st.,782,,,3rd st. promenade,0
6,rainbow room,212/632-5000,,1479,oyster bar,212-490-6650,,0
200,hawthorne lane,415/777-9779,,785,stefano's,702-385-7111,,0
67,,,1110 3rd ave. at 65th st.,1467,,,24-02 31st st.,0
117,,,55 e. 54th st.,2209,des alpes,415/788-9900,,0
284,aquavit,212/307-7311,,136,,,40  buckhead crossing mall on the sidney marcus blvd.,0
126,,,201 e. 49th st.,1606,le jardin,212/343-9599,,0
19,san francisco,,,908,,,200 e. 54th st.,0
224,aqua,415/956-9662,,1810,,,2030 union st.,0
87,adriano's ristorante,310/475-9807,,430,,,4,0
224,aqua,415/956-9662,,1489,szechuan kitchen,212-249-4615,,0
130,san domenico,212/265-5959,,783,,,3595 las vegas blvd. s.,0
112,,,1 margaret mitchell sq.,2113,,,3400 las vegas blvd. s.,0
299,,,595 piedmont ave.  rio shopping mall,284,french (classic),,,0
227,,,3570 las vegas blvd. s,1165,,,3127 fillmore st.,0
77,coyote cafe,702/891-7349,,2054,hard rock cafe,212/489-6565,,0
275,le chardonnay,213/655-8880,,478,,,127 greene st.,0
111,,,617 s. olive st.,226,,,105 hudson st.,0
173,four seasons grill room,212/754-9494,,491,,,500 jackson st.,0
150,la cote basque,212/688-6525,,1127,,,522 jones st.,0
336,locanda veneta,310/274-1893,,551,,,39 w. 55th st.,0
29,montrachet,212/ 219-2777,,1737,tu lan,415-626-0927,,0
190,pano's and paul's,404/261-3662,,742,,,227 e. 67th st.,0
205,second street grille,702/385-3232,,910,annie's thai castle,404/264-9546,,0
108,,,239 w. broadway  between walker and white sts.,43,seafood,,,0
265,khan toke thai house,415/668-6654,,89,patsy's pizza,718-858-4300,,0
56,abruzzi,404/261-8186,,1298,,,62 spring st. at lafayette st.,0
112,,,1 margaret mitchell sq.,470,gray's papaya,212-799-0243,,0
15,,,160 central park s,174,,,804 north point st.,0
78,,,2 e. 55th st.,655,,,764 marietta st. nw,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,2009,heera of india,404-876-4408,,0
216,chinois on main,310/392-9025,,2101,afghan,,,0
131,,,210 e. 58th st.,1742,faz,415/362-0404,,0
102,bel air,,,1818,,,405 e. 52nd st.,0
12,,,2880 las vegas blvd. s,246,monte carlo,702-733-4524,,0
281,,,777 sutter st.,2048,battista's hole in the wall,702/732-1424,,0
21,,,1397 n. highland ave.,1483,,,430 n. camden dr.,0
141,fringale,415/543-0573,,1262,,,1029 edgewood ave. se,0
150,la cote basque,212/688-6525,,1795,seryna,212-980-9393,,0
238,brasserie le coze,404/266-1440,,994,newsbar,212/255-3996,,0
139,,,249 e. 50th st.,2122,chops,404-262-2675,,0
104,tavern on the green,212/873-3200,,180,,,3345 steiner st.,0
6,rainbow room,212/632-5000,,380,gramercy tavern,212-477-0777,,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1003,,,138 lafayette st.  between canal and howard sts.,0
148,,,224 ponce de leon ave.,678,,,250 park ave. s at 20th st.,0
277,,,2450 broadway  between 90th and 91st sts.,889,,,624 s. la brea ave.,0
74,hollywood,,,18,,,200 w. 70th st.,0
159,,,340 stockton st.,1090,and 212/614-9345 asian,,,0
270,steak house,702/734-0410,,882,spanish,,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,929,,,30 rockefeller plaza,0
24,,,6703 melrose ave.,792,carey's,770-422-8042,,0
172,beverly hills,,,570,lettuce souprise you (at),770-418-9969,,0
319,sign of the dove,212/861-8080,,1555,sparks steak house,212-687-4855,,0
120,,,1114 horn ave.,295,delis,,,0
260,shun lee west,212/371-8844,,1233,fringale,415-543-0573,,0
294,gramercy tavern,212/477-0777,,1987,il cortile,212/226-6060,,0
69,river cafe,718/522-5200,,806,l'udo,212/388-0978,,0
3,,,570 4th st.,1561,cafe claude,415-392-3505,,0
30,,,13 w. 54th st.,336,mo's burgers,415-788-3779,,0
47,,,3073 piedmont road,1216,,,551 amsterdam ave.  between 86th and 87th sts.,0
87,adriano's ristorante,310/475-9807,,1287,,,2182 broadway  between 77th and 78th sts.,0
323,,,102 5th ave.  between 15th and 16th sts.,331,cafe bizou,818-788-3536,,0
7,,,2 harrison st.  near hudson st.,677,parkway grill,818-795-1001,,0
301,buckhead diner,404/262-3336,,1249,la caravelle,212-586-4252,,0
157,hedgerose heights inn,404/233-7673,,1120,cafe flore,415-621-8579,,0
279,indigo coastal grill,404/876-0676,,215,indian,,,0
188,,,41 14th st.,76,,,86 w. third st.,0
265,khan toke thai house,415/668-6654,,1006,kuruma zushi,212-317-2802,,0
41,,,42 e. 20th st.  between park ave. s and broadway,273,slanted door,415-861-8032,,0
243,,,67 n. raymond ave.,1885,,,435 amsterdam ave.,0
154,restaurant katsu,213/665-1891,,326,,,4850 flamingo rd.,0
210,,,240 central park s,373,,,67 n. raymond ave.,0
122,the palm,310/550-8811,,1215,ruby's (la),818-796-7829,,0
307,,,21 w. 52nd st.,834,yujean kang's,818-585-0855,,0
92,cafe bizou,818/788-3536,,633,andre's french restaurant,702-385-5016,,0
240,,,182 w. 58th st.,102,izzy's steak & chop house,415/563-0487,,0
291,virgil's,212/ 921-9494,,1810,,,2030 union st.,0
179,bone's,404/237-2663,,1519,doidge's,415-921-2149,,0
155,,,201 w. 83rd st.,235,,,126 clement st.,0
202,,,9001 santa monica blvd.,1862,,,21 e. 62nd st.,0
99,,,402 w. 44th st.,22,,,150 w. 46th st.,0
270,steak house,702/734-0410,,1074,steak house  the,702-734-0410,,1
190,pano's and paul's,404/261-3662,,1596,la cumbre,415-863-8205,,0
10,cafe claude,415/392-3505,,1525,john o'groats,310-204-0692,,0
0,new york,,,616,,,3rd st.,0
144,,,129 n. la cienega blvd.,32,,,181 w. 10th st.,0
159,,,340 stockton st.,1832,,,600 montgomery st.,0
32,rex il ristorante,213/627-2300,,644,,,park place  across from perimeter mall  dunwoody,0
279,indigo coastal grill,404/876-0676,,2046,bistro  the,404-231-5733,,0
226,,,532 columbus ave.,1079,,,200 e. fremont st.,0
91,georgia grille,404/352-3517,,1707,,,176 n. canon dr.,0
92,cafe bizou,818/788-3536,,412,cafe la fortuna,212/724-5846,,0
202,,,9001 santa monica blvd.,2086,ritz-carlton restaurant,404-659-0400,,0
190,pano's and paul's,404/261-3662,,1487,,,308 e. sixth st.,0
43,toulouse,404/351-9533,,181,coffee shops/diners,,,0
323,,,102 5th ave.  between 15th and 16th sts.,368,caribbean,,,0
131,,,210 e. 58th st.,1174,palisades,404/350-6755,,0
112,,,1 margaret mitchell sq.,1098,zarela,212-644-6740,,0
236,,,490 e. paces ferry rd.,1752,,,8358 sunset blvd.,0
247,arnie morton's of chicago,310/246-1501,,1831,felix,212/431-0021,,0
207,santa monica,,,333,,,3570 las vegas blvd. s,0
99,,,402 w. 44th st.,1837,pinot bistro,818-990-0500,,0
131,,,210 e. 58th st.,242,,,617 s. olive st.,0
35,,,1 mission st.,913,jody maroni's sausage kingdom,310-306-1995,,0
117,,,55 e. 54th st.,567,,,53rd sts.,0
229,union square cafe,212/243-4020,,243,plumpjack cafe,415-563-4755,,0
62,,,181 peachtree st.,1894,,,32 jones st. at bleecker st.,0
125,nikolai's roof,404/221-6362,,2134,phnom penh cambodian restaurant,415-775-5979,,0
126,,,201 e. 49th st.,1612,r&g lounge,415/982-7877,,0
333,lespinasse,212/339-6719,,997,,,55 e. 54th st.,0
131,,,210 e. 58th st.,1235,cafe lalo,212-496-6031,,0
101,veni vidi vici,404/875-8424,,184,,,247 buckhead ave.  east village sq.,0
267,,,5955 melrose ave.,1540,poquito mas,818-563-2252,,0
67,,,1110 3rd ave. at 65th st.,2205,,,168 1st ave.  between 10th and 11th sts.,0
329,tillerman,702/731-4036,,633,andre's french restaurant,702-385-5016,,0
331,,,3434 peachtree rd.,19,french,,,0
108,,,239 w. broadway  between walker and white sts.,2157,wu kong,415/957-9300,,0
128,,,5937 geary blvd.,753,russell's burgers,310-596-9556,,0
337,,,854 7th ave.  between 54th and 55th sts.,103,,,1013 3rd ave.  between 60th and 61st sts.,0
117,,,55 e. 54th st.,165,sylvia's,212-996-0660,,0
247,arnie morton's of chicago,310/246-1501,,1527,or 212/941-0772 american,,,0
292,,,155 w. 51st st.,338,,,15 w. 44th st.,0
97,,,3200 las vegas blvd. s,1423,cite,212/956-7100,,0
41,,,42 e. 20th st.  between park ave. s and broadway,2032,,,5322 geary blvd.,0
91,georgia grille,404/352-3517,,503,evergreen cafe,212/744-3266,,0
195,,,243 e. 58th st.,1879,pinot hollywood,213/461-8800,,0
27,rose pistola,415/399-0499,,1448,manhattan cafe,212/888-6556,,0
81,jo jo,212/223-5656,,207,l'auberge,212/288-8791,,0
323,,,102 5th ave.  between 15th and 16th sts.,174,,,804 north point st.,0
312,,,648 bush st.,1079,,,200 e. fremont st.,0
41,,,42 e. 20th st.  between park ave. s and broadway,1150,sant ambroeus,212/570-2211,,0
49,dawat,212/355-7555,,1220,,,8360 melrose ave.,0
50,,,57 jane st.  off hudson st.,368,caribbean,,,0
284,aquavit,212/307-7311,,573,l'orangerie,310-652-9770,,0
134,chez michel,415/775-7036,,419,,,81 macdougal st.  between houston and bleeker sts.,0
200,hawthorne lane,415/777-9779,,1946,,,61a seventh ave.,0
102,bel air,,,1207,,,3108 16th st.,0
224,aqua,415/956-9662,,1912,,,3391 peachtree rd. ne,0
87,adriano's ristorante,310/475-9807,,1885,,,435 amsterdam ave.,0
305,ritz-carlton restaurant and dining room,415/296-7465,,696,tapika,212/ 397-3737,,0
62,,,181 peachtree st.,2092,,,222 e. 58th st.  between 2nd and 3rd aves.,0
62,,,181 peachtree st.,568,duane park cafe,212/732-5555,,0
150,la cote basque,212/688-6525,,626,,,937 broadway at 22nd st.,0
107,felidia,212/758-1479,,1431,my thai,404-636-4280,,0
123,,,b peachtree rd.,2011,uncle bill's pancake house,310-545-5177,,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,1220,,,8360 melrose ave.,0
18,,,8284 melrose ave.,1919,falafel king,310-208-4444,,0
210,,,240 central park s,1180,,,3925 paradise rd.,0
40,spago,310/652-4025,,286,,,100 w. 82nd st.,0
295,,,903 n. la cienega blvd.,1026,teresa's,718-520-2910,,0
257,carnegie deli,212/757-2245,,707,mifune,415-922-0337,,0
168,sherman oaks,,,1215,ruby's (la),818-796-7829,,0
34,hotel bel-air,310/472-1211,,801,mary's diner,702/454-8073,,0
283,pisces,212/260-6660,,558,,,2317 chestnut st.,0
139,,,249 e. 50th st.,692,,,60 n. venice blvd.,0
255,,,99 e. 52nd st.,1643,,,240 e. 58th st.,0
23,ciboulette,404/874-7600,,217,,,301 park ave.  between 49th and 50th sts.,0
40,spago,310/652-4025,,1850,le bernardin,212-489-1515,,0
116,,,701 stone canyon rd.,1511,,,3131 webster st.,0
