tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
2951,Cvrcek a slepice,,4.0,1.0,,,,1978-01-01,"Animation,Family",,5.0,3032,,Gis?le Braunberger,,,,,,,,,,,,,0
2390,,Dan Fox,,,,,,,,"cinematographer,camera_department,director",,1322,,Dan Fox,,,,,,,,,,,,,1
2678,,German Lavrov,,,1995-01-01,1929-01-01,,,,"cinematographer,director",,1666,,Dante Di Pinto,,,,,,,,,,,,,0
1615,,Margaret Laurence,,,1987-01-01,1926-01-01,,,,writer,,3799,,Michael Haley,,,,,,,,,,,,,0
3717,,Carlos Capeletti,,,,,,,,"actor,miscellaneous",,4216,,Petr Stupin,,,,,,,,,,,,,0
3691,,Rose Steiner,,,,,,,,writer,,5258,,Alex Graves,,,,,,,,,,,,,0
3500,Sigmund Freud,,3.0,1.0,,,,2003-01-01,"Biography,Comedy,Documentary",,,481,Sigmund Freud,,"'With a life measured out in cigar-cutters and cocaine wraps, SigmundFreud was clearly a genius. Here was a man who looked around theworld at the start of the 20th century, saw brutal empires, millionsbeing sucked into soulless factories, impending world war, and said:“I know what causes the problems - we want to have sex with ourmothers.”Mark Steel reveals the absurdity and complexity of that genius as hetravels from Vienna to London in Freud’s wake. Our Sigmund, playedby Martin Hyder, steps out of the darkness like Harry Lime, snortscocaine like Al Pacino in Scarface, and treats his friends likeRichard Ashcroft in the video for Bittersweet Symphony.In the course of the journey, Mark is given a 'shoeing' in a Londonpub, eats a raw onion, walks with the strippers in downtown Vienna,and finds himself inside the dreamworld of David Lynch. Surely therudest, funniest lecture BBC TV has ever seen, this is the secretworld of Sigmund Freud.",3.0,1.0,,,,2003-10-21,,2003-01-01,,,,1
1701,Thrill of the Kill,,4.0,4.0,,,,1995-01-01,"Crime,Drama,Mystery",,,2862,Episode One,,"Episode one of Bombora looks at the early years of Australian surf history from 1830 to 1964. It charts our first encounters with the surf when swimming in the sea was banned and shows how we were seduced by the freedom of the waves and the beaches. The series takes us into the lives of the larrikins who invented everything from surf skis to shark nets, and also looks at the tensions that arose between 'duty and pleasure', between the growing surf life-saving clubs and those who just wanted to surf.",1.0,1.0,,,,2009-03-26,,2009-01-01,,,,0
270,,Josh Grelle,,,,1985-01-01,,,,"actor,writer,miscellaneous",,2901,,Bibiane Zeller,,,,,,,,,,,,,0
2904,Devil in Paradise,,26.0,1.0,,,,1962-01-01,Adventure,,,2233,Devil in Paradise,,,26.0,1.0,,,,1962-08-14,,1962-01-01,,,,1
3464,Slight Delay,,19.0,7.0,,,,1960-01-01,Drama,,30.0,3714,,Bravo Film,,,,,,,,,,,,,0
2164,Hitagi kurabu sono ichi,,1.0,1.0,,,,2009-01-01,"Action,Animation,Comedy",,25.0,1502,,Tomoyo Kurosawa,,,,,,,,,,,,,0
4870,,Terence Maples,,,1980-01-01,1915-01-01,,,,writer,,5218,,Ron Gress,,,,,,,,,,,,,0
2806,,Jan Pivec,,,1980-01-01,1907-01-01,,,,"actor,soundtrack",,5718,Mad Train,,"Senator Dobbs, Electro City's leader wants to give his new Circus Amusement Park and himself a big publicity stunt, Ace Cooper proposes on making the big disappear. Unfortunately, they and the senator's secretary experience elevator problems when a computer hacker sets off a bomb. The hostage taker has set up explosives on the stairs as well to keep the police at bay. Cosmo and Angel introduce a computer virus into City Hall's mainframe, stalling the hostage taker long enough for Ace and the others to escape safely. Accused Dobbs is not truthful about his financial records, Ace meets Lt. Vega at the police at police headquarters and discovers the identity of the hostage taker: Bill Peach, a former city hall employee who stumbled upon Dobb's emblezzing of funds from the building of the park and who tried to tell the police about it but got thrown out. Later, Ace and Vega confront two men Dobbs sent to kill Peach. Ace and Vega find Peach's trick mannequin and learn his plan to use the Ma",3.0,1.0,,,,1999-03-13,,1999-01-01,,,,0
1267,,Derek Jacobi,,,,1938-01-01,,,,"actor,producer",,4725,,Derek Jacobi,,,,,,,,,,,,,1
3206,Creepy Critters,,16.0,1.0,,,,2005-01-01,Reality-TV,,,3168,Episode 15,,,15.0,1.0,,,,2015-08-24,,2015-01-01,,,,0
4300,Sag' die Wahrheit,,,,,,,1946-01-01,"Comedy,Romance",,96.0,4670,,Ma?wenn,,,,,,,,,,,,,0
445,,S?suke Takaoka,,,,1982-01-01,,,,actor,,5184,Identity,,Visions of the Seeker's death prompt a sorceress named Shota to temporarily exchange Richard's identity with that of a merchant's son.,7.0,1.0,,,,2008-12-06,,2008-01-01,,,,0
1797,,Agnieszka Holland,,,,1948-01-01,,,,"director,writer,assistant_director",,5229,The End for the Beginning,,"Lee Yeong, the crown prince is in shock due to the fact that Byeong Yeon is the member of White Clouds Society. Without Byeong Yeon, the crown prince traces the real culprit of east palace attack to find out the truth behind the case.",17.0,1.0,,,,2016-10-17,,2016-01-01,,,,0
1540,The Things of Life,,,,,,,1970-01-01,"Drama,Romance",,89.0,2769,,John La Valley,,,,,,,,,,,,,0
4174,,Nick Turner,,,,,,,,actor,,3986,,Rosa Mart?n,,,,,,,,,,,,,0
3666,,Arthur P. Jacobs,,,1973-01-01,1922-01-01,,,,producer,,3417,,Arthur P. Jacobs,,,,,,,,,,,,,1
2955,Quiet Desperation,,17.0,8.0,,,,1961-01-01,Drama,,30.0,5537,Quiet Desperation,,,17.0,8.0,,,,1961-02-05,,1961-01-01,,,,1
4508,So Bright a Light,,27.0,4.0,,,,1957-01-01,Drama,,30.0,3934,So Bright a Light,,,27.0,4.0,,,,1957-04-07,,1957-01-01,,,,1
672,Pit Bull Sessions,,15.0,6.0,,,,1998-01-01,"Crime,Drama,Mystery",,,4501,,Stephen Tolkin,,,,,,,,,,,,,0
2315,,Richard Pearce,,,,1943-01-01,,,,"director,cinematographer,producer",,3293,,Yuriy Sherstnyov,,,,,,,,,,,,,0
2996,,Myles Connell,,,,,,,,"director,writer,editorial_department",,3522,,Im Ye-jin,,,,,,,,,,,,,0
4476,,Mario Siletti,,,1964-01-01,1903-01-01,,,,"actor,soundtrack",,551,,Urvasi Theatres,,,,,,,,,,,,IN,0
3561,Bandwagon,,12.0,1.0,,,,1962-01-01,"Drama,Sport,Western",,60.0,3566,Bandwagon,,,12.0,1.0,,,,1962-12-17,,1962-01-01,,,,1
1863,,Geoffrey Toone,,,2005-01-01,1910-01-01,,,,actor,,3649,,Beau Willimon,,,,,,,,,,,,,0
2008,,Edna Brophy,,,,,,,,"writer,miscellaneous",,712,Fuel Tank Cleaner,,"Mike heads to a good old fashioned steel town in Pennsylvania to work at a 75 year old candy store named Wertz Candies making all sorts of candy treats. Mike then goes to California and works as a tire retreader. Finally, Mike goes to McConnell AFB in Kansas to help repair the fuel tanks of a refueling tanker aircraft.",12.0,2.0,,,,2006-07-24,,2006-01-01,,,,0
5024,Well Digger,,4.0,3.0,,,,2007-01-01,Reality-TV,,44.0,5380,,Jim Smith,,,,,,,,,,,,,0
2692,The Weatherman,,4.0,4.0,,,,2004-01-01,Comedy,,30.0,4738,Hand Walk II ~ Muscle Gym ~ Ottoto 9,,,21.0,1.0,,,,,,,,,,0
1837,1976: O Ano da Invas?o Corinthiana,,,,,,,2016-01-01,Documentary,,94.0,2650,1976: O Ano da Invas?o Corinthiana,,Documentary about the 1976 game Fluminense x Corinthians.,,,,,,2016-09-29,,2016-01-01,94,Documentary,,1
783,,Trendafil Zahariev,,,,1929-01-01,,,,cinematographer,,1811,,Iain McGregor,,,,,,,,,,,,,0
1829,,William Campbell,,,2011-01-01,1923-01-01,,,,actor,,794,,Lucrezia Lante della Rovere,,,,,,,,,,,,,0
2175,F.L. Vek,,,,,,,1971-01-01,Drama,,693.0,2762,,Z? Carlos Machado,,,,,,,,,,,,,0
1779,,Enzo Provenzale,,,1990-01-01,1920-01-01,,,,"production_manager,writer,assistant_director",,2387,Joe Pera Talks You to Sleep,,Joe Pera makes an honest attempt to talk you to sleep using mild jokes and low-key stories.,,,,,,2016-03-22,,2016-01-01,11,Animation,,0
97,Episode #2.4,,4.0,2.0,,,,1999-01-01,Drama,,21.0,3308,The Incredible Kazoops,,"Monty discovers he is the only one in the family who can't whistle, but wonders if with practice you can perfect anything.",26.0,1.0,,,,2016-09-12,,2016-01-01,,,,0
2429,,Alois Svehl?k,,,,1939-01-01,,,,actor,,4193,Contract to Kill / The Mornington Monster,,"Crime Investigation Australia has conducted a major investigation which reveals the inside story of the Megan Kalajzich murder and the extraordinary Police investigation which will rock the Harbour City's elite to the core. We also detail the true horror of one of Australia's most ghastly crimes, the heartbreak and anguish faced by investigators and interviews with several of the last people to ever see Anna Kemp and her daughter Gracie alive.",5.0,1.0,,,,2007-09-11,,2007-01-01,,,,0
3103,A Many Splendored Thing,,4.0,2.0,,,,1994-01-01,"Crime,Drama,Mystery",,,2806,,Graeme MacDonald,,,,,,,,,,,,,0
2514,,Ken Englund,,,1993-01-01,1914-01-01,,,,writer,,60,La Paliza de el Metido,,,21.0,6.0,,,,1999-05-27,,1999-01-01,,,,0
4069,,Radoslav Brzobohat?,,,2012-01-01,1932-01-01,,,,"actor,soundtrack",,3034,The Cain Connection,,,5.0,1.0,,,,1973-11-01,,1973-01-01,,,,0
2696,,Eric Feldary,,,1968-01-01,1912-01-01,,,,actor,,926,,Patricia Mort,,,,,,,,,,,,,0
1847,Penguin Keeper,,24.0,2.0,,,,2006-01-01,Reality-TV,,44.0,3812,Im Keller,,,7.0,1.0,,,,2012-10-30,,2012-01-01,,,,0
2852,,Helmuth Ashley,,,,1919-01-01,,,,"director,cinematographer,writer",,3685,Rain Shadow,,"'Rain Shadow is an Australian television drama series which premiered on 7 October 2007 on ABC TV. It aired on Sundays at 8.30 pm. The six-part series was produced by Southern Star. Music from The Audreys features in the soundtrack for the show, including the main theme.Rain Shadow was shot in the Adelaide Hills in South Australia and is set in the fictional district of Paringa, a dry land farming area in a rain shadow. It tells the story of two characters who become the means of each other's future. It stars Rachel Ward as district vet Kate McDonald and Victoria Thaine as new veterinary assistant Jill Blake.",,,1.0,6.0,,2007-10-07,2007-11-18,2007-01-01,60,Drama,AU,0
461,,Rob Stefaniuk,,,,,,,,"actor,director,editor",,5283,El Dentista,,,4.0,6.0,,,,1999-01-28,,1999-01-01,,,,0
237,,Susan Shipton,,,,1958-01-01,,,,"editor,editorial_department,sound_department",,2694,,Craig Horner,,,,,,,,,,,,,0
4951,Les routes de l'esclavage,,,,,,2018-01-01,2018-01-01,"Animation,Documentary,History",,209.0,1917,Slavery Routes,,,,,1.0,4.0,,2018-04-29,2018-04-29,2018-01-01,52,Documentary,FR,1
4299,,Herbert Prikopa,,,2015-01-01,1935-01-01,,,,"actor,writer",,1312,,Max G?lstorff,,,,,,,,,,,,,0
1728,,Bok-rae Jo,,,,,,,,"actor,soundtrack",,5675,,Anna Karina,,,,,,,,,,,,,0
1140,,Satoshi Hashimoto,,,,1966-01-01,,,,actor,,466,,Zden?k Sirov?,,,,,,,,,,,,,0
1180,,Edmund Mills,,,,,,,,actor,,327,,Dora Venter,,,,,,,,,,,,,0
658,Mask of Evidence,,4.0,7.0,,,,1959-01-01,Drama,,30.0,762,Episode 3,,,3.0,1.0,,,,2018-03-05,,2018-01-01,,,,0
3345,Never Wait for Seconds!,,8.0,9.0,,,,2017-01-01,Comedy,,35.0,1820,Episode 3,,"With flies buzzing round the boot of his car, John is finding it harder to hide his wife's murder from her flirtatious sister. Danny is trying to be a responsible father, but he also wants some fun. Bernie is still troubled by her conscience. Dr Kilbride is called to school to treat a pupil where her former lesbian lover Jo Jo is the new teacher.",3.0,2.0,,,,1999-01-24,,1999-01-01,,,,0
3430,,Jackie Coogan,,,1984-01-01,1914-01-01,,,,"actor,miscellaneous,soundtrack",,3253,,Ashley Artus,,,,,,,,,,,,,0
4577,,Ed Bianchi,,,,1942-01-01,,,,"director,producer,miscellaneous",,1387,Parcel Puzzle,,"When Violet tells Monty that a problem is too big for a little boy to solve, he wonders if only big people can solve big problems.",54.0,1.0,,,,2017-07-13,,2017-01-01,,,,0
3476,,Victor Arnold,,,2012-01-01,1932-01-01,,,,"actor,writer",,4280,James Franco,,"Zach Galifianakis sits down with James Franco to have a normal, everyday, run of the mill interview.",16.0,1.0,,,,2013-05-08,,2013-01-01,,,,0
3584,,G?nther Schramm,,,,1929-01-01,,,,"actor,director",,5807,,Josh Cantrell,,,,,,,,,,,,,0
4706,,Nina Wilcox,,,,,,,,actress,,3802,,Dominic Ackland-Snow,,,,,,,,,,,,,0
4632,,Stanislaw Mucha,,,,1970-01-01,,,,"director,writer,editor",,112,,Stanislaw Mucha,,,,,,,,,,,,,1
2626,The Wedding Waltz,,,,,,,1988-01-01,"Comedy,Drama",,56.0,5781,,LIC Australia Pty,,,,,,,,,,,,,0
2801,,Robert Mintz,,,,,,,,"editorial_department,producer,miscellaneous",,1302,,Kurt Jaggberg,,,,,,,,,,,,,0
4500,,Mathieu Amalric,,,,1965-01-01,,,,"actor,director,writer",,352,The Barbeque,,,11.0,1.0,,,,1960-11-27,,1960-01-01,,,,0
4940,,Vladimir Nabokov,,,1977-01-01,1899-01-01,,,,"writer,actor,soundtrack",,918,Episode 6,,,6.0,1.0,,,,2018-04-02,,2018-01-01,,,,0
3750,Falcon's Roost,,12.0,1.0,,,,1957-01-01,Adventure,,30.0,4771,Falcon's Roost,,,12.0,1.0,,,,1957-12-19,,1957-01-01,,,,1
4668,,Jack Lester,,,2004-01-01,1915-01-01,,,,actor,,957,,Rajeev Ravi,,,,,,,,,,,,,0
927,The Street,,21.0,1.0,,,,1974-01-01,"Crime,Drama",,60.0,4459,Wild Thing,,Monty and Jimmy Jones think it would be exciting to have a pet lion and wonder why you can't keep wild animals at home.,32.0,1.0,,,,2017-04-18,,2017-01-01,,,,0
4840,,Akiyuki Shinbo,,,,1961-01-01,,,,"director,writer,animation_department",,2170,,Tiffany Mynx,,,,,,,,,,,,,0
2697,,Lee Loeb,,,1978-01-01,1910-01-01,,,,writer,,1276,,Joseph Noriega,,,,,,,,,,,,,0
688,,Cecily Hallack,,,,,,,,writer,,2290,Episode 2,,,2.0,2.0,,,,2017-08-14,,2017-01-01,,,,0
4412,,Eva Kohlschein,,,,,,,,"editor,editorial_department",,1623,,Kouichi Yamadera,,,,,,,,,,,,,0
632,,Kyoka Izumi,,,1939-01-01,1873-01-01,,,,writer,,1876,The Venture Bros. & The Curse of the Haunted Problem,,"The Venture headquarters is either possessed, just regular haunted, or suffering from a computer glitch; Dr. Orpheus and the Order of the Triad are called upon to unlock the mystery.",1.0,7.0,,,,2018-08-05,,2018-01-01,,,,0
3751,,Jana Brejchov?,,,,1940-01-01,,,,"actress,writer,soundtrack",,2140,,Concorde TV,,,,,,,,,,,,NO,0
4309,,Andr? S. Labarthe,,,2018-01-01,1931-01-01,,,,"director,writer,producer",,5543,Chameleon,,,7.0,1.0,,,,,,,,,,0
1695,,Martine Bartlett,,,2006-01-01,1925-01-01,,,,"actress,writer",,2246,Scrapple Maker,,Mike learns how to make a pig delicacy known as scrapple and later becomes a shoe doctor's assistant.,5.0,7.0,,,,2011-02-01,,2011-01-01,,,,0
1693,,Tom Owens,,,,,,,,"animation_department,art_department,director",,783,,Tom Owens,,,,,,,,,,,,,1
2413,,Verne Athanas,,,1962-01-01,1917-01-01,,,,writer,,1328,,Joe Hobbs,,,,,,,,,,,,,0
4042,,Francesco Rosi,,,2015-01-01,1922-01-01,,,,"writer,director,assistant_director",,3850,,Bad Hersfelder Festspiele,,,,,,,,,,,,,0
1194,,Kaye Wragg,,,,1972-01-01,,,,actress,,3797,,Kaye Wragg,,,,,,,,,,,,,1
3242,,Joachim Hansen,,,2007-01-01,1930-01-01,,,,actor,,1180,,Ji?? Srnka,,,,,,,,,,,,,0
5041,Before I Die,,11.0,2.0,,,,2002-01-01,"Action,Drama,Mystery",,45.0,505,,Jos? de Abreu,,,,,,,,,,,,,0
752,The Lie,,16.0,8.0,,,,1961-01-01,Drama,,30.0,4342,The Lie,,,16.0,8.0,,,,1961-01-22,,1961-01-01,,,,1
379,Gackt Live Tour 2000: Mars sora kara no houmonsha/Visitor from the Sky - La r?miniscence,,,,,,,2000-01-01,"Documentary,Music",,84.0,958,Padamati Sandhya Ragam,,The story of an Indian girl falling in love with an American in 80s USA.,,,,,,1987-01-01,,1987-01-01,142,Romance,,0
3776,,Norma Michaels,,,2020-01-01,1924-01-01,,,,actress,,5151,,Mark Pellington,,,,,,,,,,,,,0
2788,Wine Cave Digger,,5.0,3.0,,,,2007-01-01,Reality-TV,,43.0,1418,One Beautiful Moment,,,2.0,7.0,,,,1959-09-27,,1959-01-01,,,,0
4019,,John Meredyth Lucas,,,2002-01-01,1919-01-01,,,,"producer,director,writer",,84,Episode 11,,,11.0,1.0,,,,1971-11-21,,1971-01-01,,,,0
4988,,James Coburn,,,2002-01-01,1928-01-01,,,,"actor,producer,director",,4922,Mayoi Snail (2),,"After Koyomi Araragi and Hitagi Senjyogahara discover that the girl they met in the park, Mayoi Hachikuji, is trying to get to her mother's house, they offer to walk along with her. However, they keep getting incredibly lost.",4.0,1.0,,,,2009-07-24,,2009-01-01,,,,0
3639,,Salome Jens,,,,1935-01-01,,,,actress,,483,Episode 24,,,24.0,1.0,,,,2003-02-14,,2003-01-01,,,,0
2182,,Barbara Dunkelman,,,,1989-01-01,,,,"actress,miscellaneous,writer",,2477,,Aniplex,,,,,,,,,,,,JP,0
2309,,Michael Emmet,,,2009-01-01,1926-01-01,,,,actor,,2456,Fire (2),,"'The fire investigation continues. Bayliss' back is acting up and Kellerman is paired with Pembleton. Kellerman shows Gee something, so he is offered a transfer into the department that he first rejects. Kay takes the sergeant's exam, Munch misses it due a ''''comedy of errors.''''",2.0,4.0,,,,1995-10-27,,1995-01-01,,,,0
192,,Jeanne Cooper,,,2013-01-01,1928-01-01,,,,"actress,soundtrack",,991,Anomaly,,Two classmates are trying to find a mysterious lake inhabited with a few feet long fishes.,,,,,,2017-10-26,,2017-01-01,92,Adventure,,0
4502,,Xander Mobus,,,,1992-01-01,,,,"actor,miscellaneous",,5491,Prophecy,,"After the murder of his father, and a chance encounter with a mysterious Confessor named Kahlan, Richard Cypher learns of an ancient prophecy that has named him the first true Seeker in over a millennium. Along with an old wizard named Zedd, Richard and Kahlan must stop the ruthless tyrant Darken Rahl from unleashing an ancient evil.",1.0,1.0,,,,2008-11-01,,2008-01-01,,,,0
4195,,Josip Somodi,,,,,,,,"animation_department,actor,editor",,718,,Na Young-seok,,,,,,,,,,,,,0
2520,,Carroll O'Connor,,,2001-01-01,1924-01-01,,,,"actor,music_department,producer",,5472,,Herbert Vesely,,,,,,,,,,,,,0
4806,"Bamse ?lskade v?n, det fixar sig. Vi har m?nga ?r kvar",,5.0,1.0,,,,2018-01-01,Reality-TV,,,1045,,Lucinda Syson,,,,,,,,,,,,,0
2407,,Werner Sch?nemann,,,,1959-01-01,,,,"actor,director,writer",,3181,,Werner Sch?nemann,,,,,,,,,,,,,1
1275,Chapter 31,,5.0,3.0,,,,2015-01-01,Drama,,52.0,2211,Chapter 31,,Frank declares war on Congress to jump-start his jobs program. Claire spars with the Russian Ambassador.,5.0,3.0,,,,2015-02-27,,2015-01-01,,,,1
3521,,Adelaide Clemens,,,,1989-01-01,,,,actress,,162,Episode 11,,,11.0,1.0,,,,2016-12-15,,2016-01-01,,,,0
2928,,Ashly Holloway,,,,,,,,"actress,soundtrack",,5092,,Kevin Spacey,,,,,,,,,,,,,0
4379,,Kate Manx,,,1964-01-01,1930-01-01,,,,actress,,843,,Sumitomo Corporation,,,,,,,,,,,,JP,0
2814,,Michael Whaley,,,,,,,,writer,,667,Water - Liquid Awesome,,Hank teaches us why water is one of the most fascinating and important substances in the universe.,2.0,1.0,,,,2012-02-06,,2012-01-01,,,,0
3343,The Night My Father Came Home,,14.0,1.0,,,,1953-01-01,Drama,,30.0,4573,His Inheritance,,,27.0,3.0,,,,1956-03-18,,1956-01-01,,,,0
3901,,Gene Mack,,,,,,,,"actor,stunts",,2910,,Eduard Cup?k,,,,,,,,,,,,,0
4003,,Elena Petrova,,,2000-01-01,1908-01-01,,,,"cinematographer,camera_department,special_effects",,2984,Chapter 20,,"Despite some friction, the Walkers deepen their friendship with the Underwoods. But it's all-out war between Francis and Tusk.",7.0,2.0,,,,2014-02-14,,2014-01-01,,,,0
3606,,Robert Dryden,,,2003-01-01,1917-01-01,,,,"actor,miscellaneous",,4587,,Ahn Suk-hwan,,,,,,,,,,,,,0
3354,La mujer en el espejo,,,,,,2005-01-01,2004-01-01,"Drama,Mystery,Romance",,45.0,4625,Episode 20,,"Jandi becomes Junpyo’s personal maid and controls over Junpyo’s naughty behavior. While she was in Junpyo’s room to wake him up, Jaekyung and Junpyo’s mother enter the room and get shocked to see her. The mother wants to kick her out from the house immediately, but the head maid and Jaekyung intervene in. Seokyeong collapses at the clinic and Jandi takes him to Jihoo’s house. Jandi tries to reconcile the two and now they start to live under the same roof. Gaeul now knows that Eunjae was Yijung’s first love, and tries her best to bring them together.",20.0,1.0,,,,2009-03-16,,2009-01-01,,,,0
4740,,Olivia Colman,,,,1974-01-01,,,,"actress,soundtrack,producer",,2404,[66] [EP3] Sodachi Riddle - Part One,,"In the aftermath of the previous day, Araragi is about to enter his classroom when Hanekawa informs him that a student absent all year is finally attending. The story pushes further into the past, as more of “what” makes Koyomi Araragi is revealed.",2.0,4.0,,,,2015-10-11,,2015-01-01,,,,0
3359,,Raymond Arrieta,,,,1965-01-01,,,,actor,,123,,Raymond Arrieta,,,,,,,,,,,,,1
963,,Kaarina Hazard,,,,1966-01-01,,,,"actress,writer,script_department",,4793,The Bellicose Proxy,,The Monarch and 21 play a deadly game of tutoring an inexperienced villain; a hot plate of danger is served up with a side of hilarity.,6.0,7.0,,,,2018-09-09,,2018-01-01,,,,0
