tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
572,,Ju-hwan Lim,,,,,,,,actor,,613,,Gwen Arner,,,,,director,0
1,,Steve Forrest,,,2013-01-01,1925-01-01,,,,actor,,380,,Akiyuki Shinbo,,,,,director,0
1010,,Martha Wentworth,,,1974-01-01,1889-01-01,,,,"actress,soundtrack",,4968,The Woman Called Fujiko Mine (1),,"Fujiko, Zenigata, Lupin, and Jigen go to a strange theme park to finally confront Fujiko's past, and the deranged Count Luis Yew Armied. ",12.0,1.0,2012-06-20,,0
5054,Chapter 40,,1.0,4.0,,,,2016-01-01,Drama,,49.0,6477,Chapter 40,,Claire's absence causes problems for Frank on the campaign trail amid rumors of a marital rift. Claire tries to strike out on her own.,1.0,4.0,2016-03-04,,1
3770,,Rolf Becker,,,2014-01-01,1923-01-01,,,,writer,,2650,,Scott Michael Morgan,,,,,guestStars,0
926,,Geoffrey McGivern,,,,1952-01-01,,,,actor,,3065,Thrill of the Kill,,"'The squad returns to the station. The FBI joins with the detectives to stop a ''''thrill killer'''' who's working his way north on I-95. Gee tries to reconcile with his daughter. The killer smells a rat at a roadblock so he bails out of his pickup. Everyone mobilizes to find him and when they do, the suspect in custody, while identical to the killer, claims he is innocent.",4.0,4.0,1995-11-10,,0
505,,Jordan Hughes,,,,,,,,actor,,4017,Tupac Shakur,,The death of Tupac Shakur is spotlighted.,5.0,1.0,2016-10-08,,0
3960,,Jeff Rona,,,,1957-01-01,,,,"composer,music_department,soundtrack",,1087,,Kana Hanazawa,,,,,actor,0
2606,,Sutton Roley,,,2007-01-01,1922-01-01,,,,"director,producer,writer",,7685,,Sutton Rolley,,,,,director,1
2944,,Sze Kei Lee,,,,1950-01-01,,,,actress,,7794,,Colby Donaldson,,,,,guestStars,0
4716,,Sady Rebbot,,,1994-01-01,1935-01-01,,,,"actor,miscellaneous,writer",,3326,,Bill Duke,,,,,director,0
243,,James Flavin,,,1976-01-01,1906-01-01,,,,"actor,soundtrack",,1063,,Khali Macintyre,,,,,guestStars,0
3528,,Robert Mark Kamen,,,,1947-01-01,,,,"writer,producer,script_department",,1946,,Tristam Shapeero,,,,,directors,0
660,,Piero Piccioni,,,2004-01-01,1921-01-01,,,,"composer,soundtrack,music_department",,4864,,Simon Schwarz,,,,,actor,0
2135,,Brenda Braxton,,,,1956-01-01,,,,actress,,2067,,Barry Gordon,,,,,directors,0
164,,Susan Hampshire,,,,1937-01-01,,,,"actress,soundtrack",,1217,,Helmuth Ashley,,,,,director,0
2454,,Virginia Christine,,,1996-01-01,1920-01-01,,,,actress,,382,,Gary Kroeger,,,,,guestStars,0
578,,Hal Smith,,,1994-01-01,1916-01-01,,,,"actor,soundtrack",,7263,,Kim Joon,,,,,actor,0
2541,,Julie London,,,2000-01-01,1926-01-01,,,,"actress,soundtrack",,756,,Sarah Burns,,,,,guestStars,0
3985,,John Kneubuhl,,,1992-01-01,1920-01-01,,,,"writer,producer",,4064,,Francis McDonald,,,,,guestStars,0
1757,,Ryan Warren Smith,,,,1977-01-01,,,,"production_designer,set_decorator,art_department",,6453,"Majar, The Bomb Technician",,"'Matsurra starts to investigate the hospital director's mysterious death. With his hunch and intel that Hiroshi had drinks with him the night before, he acquires the bottle they shared. Meanwhile, Won Bong and Tae Joon learn that Majar, the one carrying Comintern&#8217;s funds, was captured by the Kwantung army and begin to bear arms.",10.0,1.0,2019-05-18,,0
3901,,Gene Mack,,,,,,,,"actor,stunts",,5318,,Mark Bailey,,,,,guestStars,0
1972,,Saul Rubinek,,,,1948-01-01,,,,"actor,soundtrack,director",,1941,,Maya Goodwin,,,,,guestStars,0
2819,,Fiona Allen,,,,1965-01-01,,,,"actress,writer",,1721,Five Days,,HBO Films presents this five-part mini-series in association with the BBC. This thriller tracks the five intense days following an abduction of a young mother in the suburbs of England. It originally aired on the BBC.,,,2007-01-23,,0
758,,Bobby Clark,,,,1944-01-01,,,,actor,,6515,In Search of Crimes Past,,"'A 16-year-old murder case must be reopened when the daughter of the convicted killer holds Col. Barnfather hostage. Pembleton and Bayliss investigate an elderly man whose wife died of drowning in the bathtub. Gee and the newly appointed Capt. Russert clash over the handling of the hostage situation. Bolander, Munch, Howard and Felton must go to the archives to find the records of the case. Lewis meets a strange homeless man who's witnessed the suicide of a man who committed the original murder and the detectives race to overturn the previous conviction. A new ''''old'''' bartender tries to convince Munch to go with the latest rage, microbreweries. Bolander and Lewis try to connect the suicide victim to the man on death row.",17.0,3.0,1995-04-14,,0
4077,,Isabella Rossellini,,,,1952-01-01,,,,"actress,director,writer",,865,,Charles Barton,,,,,director,0
5079,,Judy Short,,,,,,,,actress,,3388,,Martin Landau,,,,,guestStars,0
3867,Betrayal,,12.0,5.0,,,,1997-01-01,"Crime,Drama,Mystery",,,1480,,Tuesday Weld,,,,,guestStars,0
4711,,Leslie Wenner,,,,1948-01-01,,,,actress,,2620,,Jeff Mandon,,,,,guestStars,0
2524,Dirtiest Water Jobs,,15.0,1.0,,,,2005-01-01,Reality-TV,,,5852,Vow of Silence,,"Larry's evolving alibi to get out of a charity function results in unexpected travel plans. Meanwhile, Susie makes demands for the terminally ill family dog's last meal; and Larry points out personal flaws in the buffet line and in parking lots. ",5.0,8.0,2011-08-07,,0
3059,Eupoly,,,,,,,2013-01-01,Documentary,,224.0,1043,The Anonymous Donor,,It's moving day for both the Blacks and the Davids; Larry's prized Joe Pepitone jersey is lost at the dry cleaners; Larry's irked at Ted Danson's anonymous donation; Cheryl is grossed out by a semen stain on a guest-room quilt.,2.0,6.0,2007-09-16,,0
3883,,Vernon Rich,,,1978-01-01,1906-01-01,,,,actor,,6051,,Bruno Hampel,,,,,writers,0
4991,Down Will Come,,4.0,2.0,,,,2015-01-01,"Crime,Drama,Mystery",,55.0,5943,,Michael Constantine,,,,,guestStars,0
5116,,G?rard Lartigau,,,2014-01-01,1942-01-01,,,,actor,,281,Have a Conscience,,"Kellerman is disappointed with his treatment in the press (or rather the lack of it). Back on the job, Mike gets his first case. There was a shopkeeper who was killed for chasing the drug dealers out of his corner. The prime suspect is Luther Mahoney. Frank tries to reconnect with Tim who is still resolved to no longer be Frank's partner. Mike is visibly on the edge, with all the pressures of the past months and his reputation tarnished, and agitated by the fact that Luther Mahoney may get away with another murder. Meldrick tries to talk him down, not anxious to lose another partner.",13.0,5.0,1997-01-17,,0
1569,,Yuri Volchanetsky,,,1977-01-01,1919-01-01,,,,"art_department,production_designer,costume_designer",,3644,About a Woman (2) with Diva Miranda,,,41.0,0.0,2013-11-27,,0
1665,,Fernando Fiore,,,,,,,,actor,,6778,Young Jin Gets Released,,"When Won Bong tries to help Young Jin escape from Matsurra, she refuses his help. Hyeok commits suicide and leaves Matsurra in disbelief. Later, Matsurra attempts to fabricate evidence to indict Young Jin but is stopped by Prosecutor Fukuda. Now free from Matsurra's hands, Young Jin decides to go to Shanghai.",4.0,1.0,2019-05-04,,0
2871,,Mark Dana,,,2015-01-01,1920-01-01,,,,actor,,1696,,Doug Roberts,,,,,guestStars,0
1302,,Stephen Bekassy,,,1995-01-01,1907-01-01,,,,actor,,6701,,Ron Pitts,,,,,actor,0
2163,,Nathan Willcocks,,,,,,,,"actor,director,producer",,825,Yotsugi Doll - Part 1,,"Koyomi Araragi and Shinobu Oshino discuss the true nature of Shikigami doll Yotsugi Ononoki, and Koyomi is being rudely woken up by his sisters who tell him to cram for his upcoming college entrance exams.",15.0,0.0,2014-12-31,,0
935,,Sulevi Peltola,,,,1946-01-01,,,,"actor,director,writer",,5249,Bloodline,,"While trying to keep the Box of Orden out of Darken Rahl's hands, Richard learns something new about his ties to Zedd.",16.0,1.0,2009-03-21,,0
939,,J.D. Slater,,,,,,,,"composer,director,producer",,817,,Steve Buscemi,,,,,directors,0
2804,Dirty Jobs,,,,,,2012-01-01,2005-01-01,Reality-TV,,60.0,4184,Dirty Jobs,,"DIRTY JOBS profiles the unsung American laborers who make their living in the most unthinkable -- yet vital -- ways. Our brave host and apprentice Mike Rowe will introduce you to a hardworking group of men and women who overcome fear, danger and sometimes stench and overall ickiness to accomplish their daily tasks.",,,2003-11-07,,1
3836,,Allura Eden,,,,1977-01-01,,,,"actress,make_up_department",,5503,,Daniel Junge,,,,,directors,0
4119,,Joanne Shortt Butler,,,,,,,,,,3420,,Saori Hayami,,,,,actor,0
5073,,Larry Pennell,,,2013-01-01,1928-01-01,,,,actor,,3290,,Laura Silverman,,,,,guestStars,0
5012,,Ed Palmer,,,,,,,,,,2332,S-I--SILENT N-I-- NIGHT,,"After leveraging JJ in an attempt to land a family dog, Dylan takes a vow of silence to better understand what it is to be her brother. Ray brokers a meeting between his girlfriend’s mother, Melanie (guest star Sarah Chalke), and Maya, only to realize they have a history. Jimmy drives Kenneth crazy by gaming a supermarket giveaway to score free Christmas turkeys.",10.0,2.0,2017-12-13,,0
1089,Over My Dead Body: Part 1,,10.0,1.0,,,,2001-01-01,"Action,Drama,Mystery",,,3681,Cop Killer: The Winchester Assassination,,"The highest ranking police officer in Australia to be murdered, Assistant Federal Police Commissioner Colin Winchester was shot twice in the head at point blank range as he was getting out of his car outside his Deakin home on January 10, 1989. At the time of his death Winchester was the Chief of Police in ACT region. He had served in the law enforcement of 27 years, firstly with the Australian Capital Territory Police Force and then in the Australian Federal Police after its formation in 1979. The shock of his death and the long investigation which followed left a lasting imprint on his fellow officers as they struggled to bring the killer to justice.",8.0,3.0,2009-09-24,,0
3399,,Steven Rattazzi,,,,,,,,actor,,163,,Steven Rattazzi,,,,,actor,1
2212,,Russell Custer,,,1985-01-01,1899-01-01,,,,"actor,miscellaneous",,5707,,Steve Buscemi,,,,,guestStars,0
1146,,Sandra Khoo Shi Kim,,,,,,,,"director,art_director",,5188,,Paul Majors,,,,,guestStars,0
4650,,Bari Cabana,,,,,,,,,,5258,,Gilbert L. Kay,,,,,directors,0
470,,Patrick M. Crawford,,,,,,,,"editor,editorial_department",,6286,,Lois Kelso Hunt,,,,,guestStars,0
3293,,Jay Novello,,,1982-01-01,1904-01-01,,,,actor,,6753,,Thomas K. Brooks,,,,,guestStars,0
4579,,Tomas Kaminsky,,,,,,,,"producer,writer",,2963,,Joshua Oppenheimer,,,,,director,0
742,,Bogoya Sapundzhyev,,,,1930-01-01,,,,"production_designer,art_department,set_decorator",,4842,,Christopher Sch?rf,,,,,actor,0
4611,,David Starkey,,,,1945-01-01,,,,"writer,director,miscellaneous",,2978,Murder In Stereo,,When millionaire Werner Hartmann meets Debra Stover he's smitten and soon marries the young beauty. But their romance becomes a roller coaster when a young tennis pro enters the picture. Soon a deadly plan unfolds into a nearly perfect murder.,2.0,1.0,2013-11-09,,0
385,,Yaniv Swissa,,,,1977-01-01,,,,actor,,1822,,Maggie Baird,,,,,guestStars,0
84,,Ruth Brady,,,1997-01-01,1920-01-01,,,,actress,,4743,,Victor Lundin,,,,,guestStars,0
1139,,Carlos Calder?n,,,,,,,,actor,,1756,"Are You There, God? It's me, Dean.",,"The Monarch finally has the Venture family right where he wants them- hanging upside down above the Amazon river! But his victory is postponed when Dean suffers a strange but fairly common injury- acute testicular tortion. According to the bylaws of the Guild of Calamitous Intent, a temporary truce must be called in order to get Dean medical attention, so Brock and Hank are held as collateral. Doc calls on his friends, Master Billy Quizboy and Mr. White, to perform orchiopexy on Dean.",9.0,1.0,2004-10-02,,0
630,,Dana Newell,,,,,,,,"producer,writer,actress",,7623,,Molly Parker,,,,,actor,0
3478,,Joe Budd,,,,,,,,actor,,2093,Microcosmos,,,13.0,0.0,2013-09-18,,0
1520,,Friedrich Meyer,,,1993-01-01,1915-01-01,,,,"composer,soundtrack,music_department",,4892,The Doll,,"Larry's attendance at a screening results in chaos; an unlockable bathroom door causes trouble. Guest starring Julia Louis-Dreyfus, Rita Wilson and Susie Essman.",7.0,2.0,2001-11-04,,0
411,Mushroom Farmer,,7.0,2.0,,,,2006-01-01,Reality-TV,,43.0,7424,Mushroom Farmer,,"Mushroom farmer, storm drain cleaner, drain cover foundry",4.0,2.0,2006-03-07,,1
508,Three Minutes Too Late,,17.0,2.0,,,,1954-01-01,Drama,,30.0,1673,,Susan Sisko,,,,,writers,0
4115,,J?rgen B?ttcher,,,,1931-01-01,,,,"director,writer,production_manager",,3295,Like A Pierrot V ~ Sponge Bridge II,,,56.0,1.0,2008-02-03,,0
791,Rapacity in Blue,,4.0,6.0,,,,2016-01-01,"Action,Adventure,Animation",,22.0,3084,,Yuuki Kaji,,,,,actor,0
2744,,Mimi Freedman,,,,,,,,"producer,writer,director",,4874,Episode 18,,,18.0,1.0,2015-09-01,,0
1543,,Joe Evans,,,1973-01-01,1900-01-01,,,,actor,,5662,,Rachel Smith,,,,,guestStars,0
3807,,Robert Sabaroff,,,2007-01-01,1935-01-01,,,,"writer,producer",,4175,"Longoar Bay, Pembrokeshire",,,6.0,1.0,,,0
1794,,James Douglas,,,2016-01-01,1929-01-01,,,,actor,,5133,,Miguel Martinez-Joffre,,,,,guestStars,0
2401,,Harry Holsten,,,,,,,,actor,,5392,Do You Want Fries With That?,,"'Greg's latest legal victory leaves him depressed in the middle of the office celebration, so Dharma suggests that maybe Greg should quit and ''''follow his bliss.'''' It turns out that Greg's suppressed passion is for cooking, so he informs his disturbed parents that he is starting a new career as a short-order cook in a hamburger joint. This prompts Edward to confession his own secret talent: hairdressing.",13.0,1.0,1998-01-07,,0
1035,Code 258,,31.0,3.0,,,,1956-01-01,Drama,,30.0,2419,,Noreen Kershaw,,,,,director,0
1940,,Lumsden Hare,,,1964-01-01,1875-01-01,,,,"actor,miscellaneous",,7337,"Kn?z, nebo kupec!",,"Franti?ek st?le pracuje pro otce. Ten nechce o jeho dal??m studiu sly?et – pouze kdyby se Franti?ek stal kn?zem, co? on nechce. Otec ho u? pov??uje i obchodem, Franti?ek m? odjet do Kr?l?k. Ten toho chce vyu??t a dostat se odtud tajn? do Prahy. Potk? zde ale chud? ko?ovn? herce – jsou tu i Butteauovi a Th?m. Ten se o?enil s Paulou, kter? se narodil chlape?ek, bohu?el ale zanedlouho zem?e. Paule se vr?tila ?e?. Th?m vymlouv? Franti?kovi jeho ?mysl jet do Prahy.",7.0,1.0,,,0
2247,,Larry Clemmons,,,1988-01-01,1906-01-01,,,,"writer,animation_department,actor",,5149,Cheongbang,,"Word travels to Kim Won Bong and Fukuda, informing them of Young Jin's capture by Cheongbang, a notorious gang running Shanghai. Frustrated at Kim Seung Jin's tight lips, Won Bong fearlessly enters Cheongbang's headquarters head on. Meanwhile, back in Joseon, Hiroshi learns of Oda's intention of investigating Young Jin under the suspicion of having ties to  Yoo Tae Joon that outrages him.",6.0,1.0,2019-05-11,,0
1735,The Smoking Jacket,,6.0,5.0,,,,2005-01-01,Comedy,,30.0,339,The Smoking Jacket,,'His father's smoking jacket and ''bathroom contamination'' cause grief for Larry.,6.0,5.0,2005-11-06,,1
4477,,Josep Maria Pou,,,,1944-01-01,,,,actor,,3390,Sewer Inspector,,"Sewer inspector, disaster cleanup crew member (basement sewer), demolition worker (office building interior) ",2.0,1.0,2005-08-02,,0
3239,,Frederick Herrick,,,,,,,,actor,,2304,,Wolfgang Becker,,,,,directors,0
3007,,Y?ki Kaji,,,,1985-01-01,,,,"actor,soundtrack",,816,,Chris Martin-Jones,,,,,directors,0
2504,,James Holden,,,2005-01-01,1920-01-01,,,,actor,,628,,James Holden,,,,,actor,1
3917,,Maurice Manson,,,2002-01-01,1913-01-01,,,,actor,,2320,,Connie Jackson,,,,,guestStars,0
528,,Mirai Shida,,,,1993-01-01,,,,actress,,1714,,Cherie Nolan,,,,,director,0
2057,,Laura Streicher,,,,,,,,"miscellaneous,producer,actress",,6514,The Predator: Leonard John Fraser.,,"Serial killer Leonard Fraser was suspected of killing at least five women over a 17 year period but took the complete truth about his life of crime to his grave. Fraser was convicted of the murders of three people, including a 9 year old girl and the manslaughter of another woman. ",9.0,2.0,2008-10-30,,0
