tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
5839,,Eigil Bryld,,,,,,,,,,,,,6844,Deadliest Catch,,Life is good for Gilbert and Brenda Dossett until a cancer diagnosis cripples the family's finances. But tensions really spike when Brenda allows their teenage daughter's new boyfriend to move in -- a decision that will prove tragic for everyone.,10.0,3.0,2016-03-19,,0
3957,Steel Mill Worker,,Mike Rowe gets dirty in St. Louis as he works with a river barge demolition team and then melts down the scrap steel into molten metal.,2.0,4.0,,,,2008-01-15,,2008-01-01,,,,2186,,Richard Landau,,,,,writers,0
5418,The Bowtie,,"Larry seeks professional help to secure information about his past. Meanwhile, his place as a gay rights supporter hits a snag.",2.0,5.0,,,,2005-10-02,,2005-01-01,,,,6103,Episode 13,,,13.0,3.0,2019-06-22,,0
299,,John Cusack,,,,,,,,,,,,,6795,F4 After Story 1,,,3.0,0.0,2009-04-28,,0
4591,,Vincent Villari,,,,,,,,,,,,,832,I Got Flowers Today,,"The serial killer strikes again. This time, the annoying next-door neighbor had gone a little too far and paid the price with her life. At the call center, Kang Kwon Joo meets with Na Hong Soo to probe into the murder case Kang Woo was a suspect in and finds out he’s taking Tegretol—a prescription drug for seizures, manic-depressive disorder, schizophrenia, etc.¬—and sometimes forgets what he does. Meanwhile, Park Eun Soo ex-boyfriend visits her at headquarters uninvited that leads to a code zero.",8.0,2.0,2018-09-02,,0
3056,,Ian Burfield,,,,,,,,,,,,,7131,Bauxi,,"Frau Berner, Tschachs Nachbarin, verd?chtigt Ronnie, den Freund dessen Tochter, den Bank?berfall begangen zu haben. Dieser f?llt damit auf, pl?tzlich wieder Geld zu haben. B?rgermeister Gerri Tschach, der von allen Seiten wegen dem Wunderwald bedroht wird, wird von seiner Frau Herta verlassen. Zus?tzlich spitzt sich die Situation in der Bev?lkerung zu. Vatikankommissar Banyardi hat sein Priestergewand abgelegt. Silke weist ihn daraufhin zur?ck. Bei einer Volksversammlung erf?hrt Gerri Tschach, dass St. P?lten mit den Russen unter einer Decke steckt. Elfi und Gerri beschlie?en aufgrund der Erpressung, Richard von ihrer Aff?re zu erz?hlen.",5.0,1.0,2012-10-09,,0
5944,,Ted Demme,,,,,,,,,,,,,6127,,Rachel Brosnahan,,,,,actor,0
1663,Horse Tester,,"Mike goes to Ketucky to learn about race horse nutrition. That involves collecting the horse's vital statistic from it's blood, poop and pee. Fortunately there are plenty of flies to distract Mike while he prepares the samples.",18.0,6.0,,,,2010-11-30,,2010-01-01,,,,3525,The Divorce,,"Larry learns his lawyer isn't kosher, and rescinds a cookie order from the Girl Scout daughter of a beleaguered sports owner.",1.0,8.0,2011-07-10,,0
1281,????????? - Part 1,,,39.0,1.0,,,,,,,,,,4872,Valentine's Day,,"Brodie suggests that a classmate of his named Schack should be a suspect in the death of the student that Munch believes committed suicide. Frank and Mary meet with their marriage counselor and they begin to air some issues. Bayliss and Kellerman try to link together two deadly bombings. Schack attacks Brodie, but he can't prove it. He does offer a way to get Schack to admit to the murder. Frank tells Mary that he will agree to getting Olivia baptized. Mike connects the two bombings; the victims were both connected through the death of the Korean grocer who was murdered by a man who worked for Luther Mahoney. They suspect that there may be more bombs, including one at the courthouse where Meldrick and Julianna are waiting to meet with Judge Aandahl and Danvers, both of who were associated with the Korean grocer case. Frank arrives late to the baptism; Mary takes this as a sign and tells him she is leaving him for a while.",16.0,5.0,1997-02-14,,0
446,Concrete Finisher,,"Mike creates some concrete counter-tops and fire pits in Moss Landing, California and then reminisces about the scariest job he's ever done.",5.0,6.0,,,,2010-02-02,,2010-01-01,,,,1680,Special Guest: Anna Kontula,,,24.0,0.0,2013-10-16,,0
4399,Foisted!,,"Larry tries to rid himself of an inept assistant, offends Jeff’s barber and gets into hot water over a new project.",1.0,9.0,,,,2017-10-01,,2017-01-01,,,,6341,,Erik Todd Dellums,,,,,guestStars,0
476,,Lee Wilson,,,,,,,,,,,,,6673,,Tom Kramer,,,,,director,0
5691,,Gardner McKay,,,,,,,,,,,,,7151,Bridge Painter,,"Mike Rowe and the Dirty Jobs crew travels to Michigan to work with the Mackinac Bridge Authority on one of the world's largest suspension bridges. Mike goes to great lengths, and heights, braving 50 mile per hour winds while helping paint the bridge.",12.0,3.0,2007-08-07,,0
3474,Episode 26,,,26.0,2.0,,,,2017-08-14,,2017-01-01,,,,6858,,Ted Danson,,,,,actor,0
1176,On the Road,,,9.0,1.0,,,,2008-08-10,,2008-01-01,,,,3753,D-I-- DIMEO A-C-- ACADEMY,,"After a dust-up with Lafayette High, Maya runs to JJ’s rescue and launches her own school out of the DiMeo home. Her program becomes a true DiMeo affair when Ray and Dylan enroll and Jimmy joins the faculty. Meanwhile, Kenneth sets out to prove to his ex-wife that he’s living a successful life.",13.0,2.0,2018-01-17,,0
742,Sparrow,,"Mary Jane is forced to confront her feelings after Lisa's suicide, dealing with her family and facing David.",3.0,3.0,,,,2015-10-27,,2015-01-01,,,,2027,Sparrow,,Mary Jane learns the sad news about Lisa; and deals with Lisa's family when they come to town.,3.0,3.0,2015-10-27,,1
6008,Tanks for Nuthin',,A super-widow surfaces and makes Dr. Mrs. The Monarch's job difficult while a criminal genius tries to arch Dr. Venture.,5.0,6.0,,,,2016-02-29,,2016-01-01,,,,2430,Tanks for Nuthin',,A super-widow surfaces and makes Dr. Mrs. The Monarch's job difficult while a criminal genius tries to arch Dr. Venture.,5.0,6.0,2016-02-29,,1
2359,,Patrick Nicholls,,,,,,,,,,,,,257,,Will Ferrell,,,,,guestStars,0
5157,,Tony Moffett,,,,,,,,,,,,,6795,F4 After Story 1,,,3.0,0.0,2009-04-28,,0
4255,Episode 5,,,5.0,1.0,,,,2018-03-19,,2018-01-01,,,,5900,,?????????? ?,,,,,director,0
2824,The Moment the Door of My Heart Opened,,Ra On has deeper thought of the words from the crown prince that he will treat her as a woman. This made Ra On to avoid the crown prince...,9.0,1.0,,,,2016-09-19,,2016-01-01,,,,3686,,Nancy Beatty,,,,,guestStars,0
4030,Episode 13,,,13.0,2.0,,,,2017-08-14,,2017-01-01,,,,1336,,Victor Anthony,,,,,guestStars,0
315,,Vahid Hamidovic,,,,,,,,,,,,,337,,Eric Overmyer,,,,,writers,0
3128,Avicii - Wake Me Up,,"'The official video for ''Wake Me Up'' was released a month after the lyric video on 29 July 2013. It features two females: the older girl is Russian fashion model Kristina Romanova, and the younger girl is Laneya Grace. It depicts them and how they are different from the people in their village. One morning, Kristina gets up early and rides off on a horse to a nearby city. She notices a woman with the Avicii logo birthmark like the one on her lower arm. They meet others and then jump into a truck and are then shown to be attending an Avicii concert. The next morning, Kristina rides back on the horse to Laneya. The video ends with them walking down the highway and shots from the concert and the staring villagers from the beginning.",,,,,,2013-06-17,,2013-01-01,4,,,4319,The cricket and the violin,,,4.0,1.0,,,0
1824,Heroes & Villains,,"The strange Slavic story of Ivan and Koschei the Deathless, the origins of King Arthur and the wizard Merlin, the journey of Odysseus as he resists the beautiful songs of the Sirens, and finally Sigurd and his battle with the dragon Fafnir.",1.0,1.0,,,,2017-12-23,,2017-01-01,,,,1548,,Jorge Zamacona,,,,,directors,0
3752,To Have and to Kill,,"After young lovers Deborah and Steven Brown are married, his erratic and malicious side emerges to torment his wife and their kids for the next 16 years. But trying to escape Steven's wrath proves treacherous for Deborah, and those willing to help.",6.0,3.0,,,,2016-02-13,,2016-01-01,,,,6600,Hot Seat,,"When SNC decides to keep Marisol in the Primetime seat, Mary Jane's tenacity will lead her to explore unconventional methods.... As Niecy's rift with Patrick continues, she'll reach out to her mother.....",5.0,3.0,2015-11-10,,0
1074,The Devil Inside - John Ernest Cribb,,"'A chilling investigation of John Ernest Cribb, who on August 11th 1978, broke into the home of the Connell's. On a winter’s afternoon, Valda Connell and her four-year-old son Damien arrived home after having collected ten-year-old Sally from school. What was as an average day for the family turned to horror when Valda and the children were confronted by a man brandishing a knife and ordering them back into the car.The man, John Ernest Cribb, had just a couple of months earlier been released on parole after serving about six years for armed robbery. As Cribb drove north towards Taree, on the NSW Mid North Coast, Valda pleaded to let her and her children go. Later, under the dark of night, Cribb raped the 39-year-old mother, while her two children remained in the car terrified, cold, and hungry.In the early hours of the next morning near the small town of Wingham, Cribb left the family gagged and bound in bushland next to a deserted road and then drove back south towards Newcastle. But his thoughts got the better of him as he began telling himself that Valda knew too much, and decided he must instead go back and silence her. He returns and with his knife, viciously slays the family, one by one…",8.0,2.0,,,,2008-09-25,,2008-01-01,,,,4974,The Devil Inside - John Ernest Cribb,,"'A chilling investigation of John Ernest Cribb, who on August 11th 1978, broke into the home of the Connell's. On a winter’s afternoon, Valda Connell and her four-year-old son Damien arrived home after having collected ten-year-old Sally from school. What was as an average day for the family turned to horror when Valda and the children were confronted by a man brandishing a knife and ordering them back into the car.The man, John Ernest Cribb, had just a couple of months earlier been released on parole after serving about six years for armed robbery. As Cribb drove north towards Taree, on the NSW Mid North Coast, Valda pleaded to let her and her children go. Later, under the dark of night, Cribb raped the 39-year-old mother, while her two children remained in the car terrified, cold, and hungry.In the early hours of the next morning near the small town of Wingham, Cribb left the family gagged and bound in bushland next to a deserted road and then drove back south towards Newcastle. But his thoughts got the better of him as he began telling himself that Valda knew too much, and decided he must instead go back and silence her. He returns and with his knife, viciously slays the family, one by one…",8.0,2.0,2008-09-25,,1
16,Princess,,"To save Kahlan from execution, reluctant Cara must pose as a polished princess and compete in an elaborate masquerade of manners to win a powerful ruler's affections.",13.0,2.0,,,,2010-02-27,,2010-01-01,,,,3083,Planet Electric,,"'A new restuarant in Electro City opens, Planet Electric. It's owned by Electro City's celebrities, DJ Mickus, Skip Ramsdale, and Ace Cooper. All the money earned goes to a man named Banks. Suddenly, as people were eating them, they get poisoned. Banks is the one behind this, Black Jack hired him. Ace, Skip, Mickus, and Banks are arrested. They go through a lie detector test. All answers were ''''no'''', but one of employees hired by Banks hacks into the lie dectector. When Ace's answer is negative, the alarm flased and Ace is arrested. Ace can't use his magic because he gets drugged once in a while. Cosmo gets mad, he goes to the restuarant to search for clues. While searching he hears Spade & Diamond talking about the secret of the food and that they plan to poison Banks next. Cosmo runs out while the police chase him. When he arrives at Banks' house, he gets knocked out and drugged. Meanwhile, Ace gains consciousness and escapes from jail. In the meantime, Cosmo is driving a car while drug",3.0,2.0,,,0
4224,,Xesc Barcel?,,,,,,,,,,,,,2313,Divided Loyalties,,"Rachel discovers Nick has been brutally assaulted - and she is top of the list of suspects. But even worse, she has no recollection of the previous night after a drunken hen party, and struggles to convince herself she did not do it. Janet thinks she has made her peace with Andy, until he gives her some misinformation that results in Gill missing an appointment with the coroner - so the DCI, tired of their games, announces one of them will have to go. A man's accidental death turns into a murder investigation when his daughters reveal their mother often talked of killing him",8.0,2.0,2012-04-30,,0
3765,Shakespeare 1564-1616,,"A chronological look at Shakespeare's dramatic genius, using extracts from eight plays: Romeo and Juliet, Henry V, Twelfth Night, Hamlet, King Lear, Antony and Cleopatra, Cymbeline and The Tempest.",5.0,1.0,,,,1984-05-30,,1984-01-01,,,,4484,Locked Up In Love,,"The 2001 murder of Bobbie Holder, who was lured by Tina Leja to her boyfriend Darnell Smith's home so that he and his brother Chaka could attack him. Holder was shot twice and stabbed about nine times, before his body was dismembered. Leja claimed she lived in fear of being killed by Darnell Smith, with whom she became involved in a relationship when he was in Stillwater prison where she was a guard.",5.0,2.0,2015-01-03,,0
3306,L-O-N– LONDON (2),,"Maya must choose between asking her father for money to save their house and a lasting relationship with him. Ray strives to bond with his new British family, only to discover Dylan’s the one with a surprising connection. Meanwhile, JJ shows Kenneth a good time off-the-clock, and Jimmy inadvertently finds love.",2.0,3.0,,,,2018-10-12,,2018-01-01,,,,4743,,Victor Lundin,,,,,guestStars,0
975,The Pearl,,,23.0,3.0,,,,1956-02-12,,1956-01-01,,,,1413,,Raf Green,,,,,writers,0
3280,Full Moon,,"Kellerman and Lewis (with Brodie) investigate a shooting at the New Moon motel, where everyone there has a motive for the crime. They split up and canvass the denizens of the motel; Lewis also searches for the victim's missing boot. The murder is just one of the many crimes that has occurred or is occurring at this establishment.",17.0,4.0,,,,1996-04-05,,1996-01-01,,,,6399,About Truth,,,4.0,2.0,2014-09-24,,0
4875,,Leontine Petit,,,,,,,,,,,,,6673,,Tom Kramer,,,,,director,0
917,Paringa Rules,,"'Achmed Aziz (Panda Likoudis), an Iraqi agronomist, arrives on a study tour and Kate (Rachel Ward) fears he will submit a report on the condition of the local sheep.Having rebuffed Jill's attempts to empathise with her, Kate then forces her to co-operate with a plan to cover up the sheep problem until the drought breaks, after which it will be irrelevant. Jill is morally and professionally challenged by this, but then finds herself defending Kate to James Campbell, a vet in a nearby town who has designs on Kate's practice (and Jill's body).Meanwhile, Achmed meets diverse characters such as the mysterious Larry Riley, a wealthy man with no known source of income, and Harry Greene (Shane Withington), the ultimate pragmatist, known locally as the Grim Reaper for his blithe exploitation of others' misfortune.After the sale of the Huppatz farm for a knock-down price reignites a feud between Tom Huppatz (Tom O'Sullivan) and local bigwig Lachlan Balfour (Kim Knuckey), Kate is furious when she discovers Jill, unable to suppress her personal and professional curiosity, has conducted laboratory tests on the diseased sheep.",3.0,1.0,,,,2007-10-28,,2007-01-01,,,,6325,The Trial of the Monarch,,"The Monarch is on trial for the one crime he may not have committed, under mysterious circumstances stemming from his bitter breakup with Dr. Girlfriend.  The boys and Dr. Orpheus are forced to testify, but only Brock is aware that something far more sinister is afoot.",12.0,1.0,2004-10-23,,0
3171,,Jorge Zamacona,,,,,,,,,,,,,6371,,Carmen Ejogo,,,,,actor,0
1256,,Michael Sinterniklaas,,,,,,,,,,,,,5962,Fuck Off! Images of Finland,,,66.0,0.0,2014-10-01,,0
